system:index,fire_nov,fire_oct,hcho,lat,lon,u_component_of_wind_10m,v_component_of_wind_10m,.geo,wind_speed,wind_dir_rad,plume_score_nov,plume_score_oct
69,,,0.0002106717434446,28.45,75.4,0.2935174643993378,0.1745198243194156,"{""type"":""Point"",""coordinates"":[75.4,28.45]}",0.3414815822089036,1.0343711223363972,0.0,0.0
70,,,0.0001807135574063,28.45,75.55,0.163975770605935,0.1919219646188947,"{""type"":""Point"",""coordinates"":[75.55,28.45]}",0.2524323549963168,0.7070358553228996,0.0,0.0
71,,,0.0001932605618892,28.45,75.7,0.157310731543435,0.1900515761640336,"{""type"":""Point"",""coordinates"":[75.7,28.450000000000003]}",0.2467108993562387,0.691420205469461,0.0,0.0
72,,,0.0002417246920601,28.45,75.85,0.1931482017040252,0.1802489909860822,"{""type"":""Point"",""coordinates"":[75.85000000000001,28.45]}",0.26418918708569344,0.819929979268938,0.0,0.0
73,,,0.0002360715730967,28.45,76.0,0.2620789335833656,0.1179595622751447,"{""type"":""Point"",""coordinates"":[76.0,28.450000000000003]}",0.2874018541351776,1.1478661152628216,0.0,0.0
74,,,0.0002373870316275,28.45,76.15,0.3164683785703447,-0.0022695230113135,"{""type"":""Point"",""coordinates"":[76.15,28.450000000000003]}",0.3164765163004072,1.5779676091716464,0.0,0.0
75,,,0.0002409316722772,28.45,76.3,0.3413456300894419,-0.0644843531979455,"{""type"":""Point"",""coordinates"":[76.3,28.45]}",0.3473831760297489,1.7575081634590513,0.0003564908576515827,0.0
76,,,0.0002517670270782,28.45,76.45,0.3815620336267682,-0.1918443792396121,"{""type"":""Point"",""coordinates"":[76.45,28.45]}",0.4270759315990859,2.0366709427134615,0.5010427801183033,0.0
77,,,0.0002305536640535,28.45,76.6,0.3973314834965599,-0.2529046277205148,"{""type"":""Point"",""coordinates"":[76.6,28.450000000000003]}",0.4709915694574896,2.1376282185788176,1.3881636169542708,0.0
78,,,0.0002759820890195,28.45,76.75,0.4335165149635738,-0.3158498452769385,"{""type"":""Point"",""coordinates"":[76.75,28.45]}",0.5363745832043391,2.2004446718095907,2.3051343908479742,0.0
79,,,0.0002524214656359,28.45,76.9,0.5052450305885738,-0.4365672118133968,"{""type"":""Point"",""coordinates"":[76.90000000000002,28.450000000000003]}",0.6677300887072352,2.283402406957374,3.115345682838189,0.0
80,,,0.0002808426688366,28.45,77.05,0.56152826084031,-0.5440328286753762,"{""type"":""Point"",""coordinates"":[77.05,28.45]}",0.7818476235168043,2.340370876193745,1.8704402304483465,0.0
81,,,0.0003051495209648,28.45,77.2,0.5774713218212129,-0.5949663274817996,"{""type"":""Point"",""coordinates"":[77.2,28.450000000000003]}",0.8291309054444411,2.371115289900378,1.9145693994019746,0.0
82,,,0.0003638907959832,28.45,77.35,0.5819051868385738,-0.590661992629369,"{""type"":""Point"",""coordinates"":[77.35,28.45]}",0.8291533247877212,2.3636624145508045,0.0,0.0
