system:index,fire_nov,fire_oct,hcho,lat,lon,u_component_of_wind_10m,v_component_of_wind_10m,.geo,wind_speed,wind_dir_rad,plume_score_nov,plume_score_oct
141,,,0.0002886141117379,28.9,76.75,0.4539517634444767,-0.4143978867265912,"{""type"":""Point"",""coordinates"":[76.75,28.899999999999995]}",0.6146525946075676,2.3106753212022233,10.584263483346714,0.0
142,,,0.0002685181796908,28.9,76.9,0.492829801638921,-0.4519850313663483,"{""type"":""Point"",""coordinates"":[76.90000000000002,28.899999999999995]}",0.668708966563704,2.312990940889599,11.603496413381453,0.0
143,,,0.0003063513731078,28.9,77.05,0.5274380915694766,-0.4461436278290218,"{""type"":""Point"",""coordinates"":[77.05,28.899999999999995]}",0.6908220299692912,2.2728873453638343,10.368964868317661,0.0
144,,,0.0003148143262931,28.9,77.2,0.545569262901942,-0.4391083088186052,"{""type"":""Point"",""coordinates"":[77.2,28.899999999999995]}",0.7003298704874038,2.248495258958902,7.414014571441106,0.0
145,,,0.0003032010277952,28.9,77.35,0.5968628691302403,-0.4357683294349248,"{""type"":""Point"",""coordinates"":[77.35,28.899999999999995]}",0.7390123960292463,2.201437949196996,6.285666589476331,0.0
146,,,0.0003029949694586,28.9,77.5,0.628518752919303,-0.449202506409751,"{""type"":""Point"",""coordinates"":[77.5,28.899999999999995]}",0.7725404290624784,2.1913202452149902,4.222983144235164,0.0
147,,,0.0001837330549765,29.05,74.5,0.0210175322161779,-0.29036190311114,"{""type"":""Point"",""coordinates"":[74.5,29.050000000000004]}",0.2911215750142561,3.069334756415221,17.443682508163636,0.0
148,,,0.0001903409824435,29.05,74.65,0.0146247777673932,-0.28995669749048,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.050000000000004]}",0.2903252840252315,3.091197559715251,24.629189217067662,0.0
149,,,0.0001839030511076,29.05,74.8,0.0184381186962127,-0.2781816595130496,"{""type"":""Point"",""coordinates"":[74.8,29.050000000000004]}",0.27879203702848093,3.075408602525956,28.211635466609845,0.0
150,,,0.000188183034223,29.05,74.95,0.0205116185877058,-0.2881754881805843,"{""type"":""Point"",""coordinates"":[74.95,29.050000000000004]}",0.2889045490905354,3.0705349633572157,28.684212680351244,0.0
151,,,0.0002310192247897,29.05,75.1,0.008004836903678,-0.2992710014184316,"{""type"":""Point"",""coordinates"":[75.1,29.050000000000004]}",0.2993780381120923,3.1148512430275375,25.83983558061727,0.0
152,,,0.0002168465793445,29.05,75.25,-0.0245085908306969,-0.2872029946910011,"{""type"":""Point"",""coordinates"":[75.25,29.050000000000004]}",0.2882468233718903,-3.0564634653586955,20.581747625955394,0.0
153,,,0.0002180084429816,29.05,75.4,-0.0416041990121205,-0.2709049125512441,"{""type"":""Point"",""coordinates"":[75.4,29.050000000000004]}",0.2740809752971507,-2.989208303078782,20.36422002593288,0.0
154,,,0.0002415753240129,29.05,75.55,-0.0334868623150719,-0.1954688502682579,"{""type"":""Point"",""coordinates"":[75.55,29.050000000000004]}",0.19831651815444723,-2.971924133137194,21.72571431709461,0.0
155,,,0.0002474467716648,29.05,75.7,-0.01836675869094,-0.1750956541962094,"{""type"":""Point"",""coordinates"":[75.7,29.050000000000004]}",0.17605631469279867,-3.0370792869385634,23.142418313208324,0.0
156,,,0.0002492947936007,29.05,75.85,-0.0009269800451067,-0.173129983080758,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.050000000000004]}",0.173132464701302,-3.1362384614933854,23.590221395644335,0.0
157,,,0.0002554902072862,29.05,76.0,0.0258365968863168,-0.2168331894609663,"{""type"":""Point"",""coordinates"":[76.0,29.050000000000004]}",0.2183670345782104,3.022997551153975,21.235032381209646,0.0
158,,,0.0002453651309471,29.05,76.15,0.1338281333446502,-0.2802456650469038,"{""type"":""Point"",""coordinates"":[76.15,29.050000000000004]}",0.3105601424073844,2.6960750547979466,17.624430052796473,0.0
159,,,0.0002604390814355,29.05,76.3,0.2013204700416989,-0.3065121445390912,"{""type"":""Point"",""coordinates"":[76.3,29.050000000000004]}",0.36671463893300377,2.560444453392054,16.493494944155497,0.0
160,,,0.0002455826540992,29.05,76.45,0.3462257299158308,-0.3681108587317997,"{""type"":""Point"",""coordinates"":[76.45,29.050000000000004]}",0.5053492459398874,2.386821908279018,15.06276828854213,0.0
161,,,0.0002560642777049,29.05,76.6,0.4165378908316293,-0.4035990721649594,"{""type"":""Point"",""coordinates"":[76.6,29.050000000000004]}",0.5799965737406372,2.340419386836652,14.32406229944823,0.0
162,,,0.0002599401578815,29.05,76.75,0.4429532282882266,-0.4233151230547164,"{""type"":""Point"",""coordinates"":[76.75,29.050000000000004]}",0.612701604255931,2.333528601370072,13.732623833630823,0.0
163,,,0.0002556757041644,29.05,76.9,0.4580807917647892,-0.4700012531545426,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.050000000000004]}",0.6563072373139707,2.3690379731591924,15.3440627417053,0.0
164,,,0.0002812491532639,29.05,77.05,0.5007480959097548,-0.471631230910619,"{""type"":""Point"",""coordinates"":[77.05,29.050000000000004]}",0.6878842006671694,2.3262594983298124,11.963232440780047,0.0
165,,,0.0003038374399566,29.05,77.2,0.517637879980935,-0.4646399928463829,"{""type"":""Point"",""coordinates"":[77.2,29.050000000000004]}",0.6955855790220522,2.3022926851261625,9.715915422377746,0.0
166,,,0.0002865097128399,29.05,77.35,0.5703644560443032,-0.4840698566701676,"{""type"":""Point"",""coordinates"":[77.35,29.050000000000004]}",0.748090394842355,2.2745367621256714,7.90425521145506,0.0
167,,,0.0003010330579063,29.05,77.5,0.5995870716041989,-0.5056488361623552,"{""type"":""Point"",""coordinates"":[77.5,29.050000000000004]}",0.7843375561244298,2.2714044390897468,6.629817378609925,0.0
168,,,0.0002055304054218,29.2,74.5,-0.0874056584305234,-0.3605509764618342,"{""type"":""Point"",""coordinates"":[74.5,29.200000000000003]}",0.3709942799468146,-2.903758399766695,29.309824258905532,0.0
169,,,0.0002233365337811,29.2,74.65,-0.0842698077360789,-0.3654354843828413,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.200000000000003]}",0.37502599075530424,-2.9149534852097556,39.09910188541475,0.0
170,,,0.0002096887207672,29.2,74.8,-0.0774755775928496,-0.375443215502633,"{""type"":""Point"",""coordinates"":[74.8,29.200000000000003]}",0.38335371811200963,-2.9380915148218985,41.310449858618654,0.0
171,,,0.0002184377378619,29.2,74.95,-0.0800454967551761,-0.3855523327986399,"{""type"":""Point"",""coordinates"":[74.95,29.200000000000003]}",0.393773898166519,-2.9368881798429074,34.8634595487064,0.0
172,,,0.0002482830997004,29.2,75.1,-0.0927994708220163,-0.3963182561927371,"{""type"":""Point"",""coordinates"":[75.1,29.200000000000003]}",0.4070379613457426,-2.9115826505054097,28.785000817654886,0.0
173,,,0.0002561688205627,29.2,75.25,-0.1374378714296552,-0.3670844508541954,"{""type"":""Point"",""coordinates"":[75.25,29.200000000000003]}",0.391969593925397,-2.783344642799556,24.53278130278787,0.0
174,,,0.0002423223470092,29.2,75.4,-0.148789393239551,-0.3267178330156536,"{""type"":""Point"",""coordinates"":[75.4,29.200000000000003]}",0.35900254309828816,-2.7142518658739347,27.369088855882314,0.0
175,,,0.0002670091466504,29.2,75.55,-0.13880132900344,-0.2344316595130496,"{""type"":""Point"",""coordinates"":[75.55,29.200000000000003]}",0.27244084112915895,-2.607020092885924,28.41070296323422,0.0
176,,,0.0002579952132068,29.2,75.7,-0.122348963552051,-0.2201029784149593,"{""type"":""Point"",""coordinates"":[75.7,29.200000000000003]}",0.25182253669875765,-2.6342527843150547,28.51017037535147,0.0
177,,,0.0002354066223422,29.2,75.85,-0.1020883434348636,-0.217917580737008,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.200000000000003]}",0.24064517834260685,-2.703483817684358,27.93910626015974,0.0
178,,,0.0002065746431412,29.2,76.0,-0.0034768932395511,-0.2592519448863136,"{""type"":""Point"",""coordinates"":[76.0,29.200000000000003]}",0.25927525858426104,-3.128182205269829,30.08851801414088,0.0
179,,,0.0002658335974544,29.2,76.15,0.1365909914175669,-0.3152381373776328,"{""type"":""Point"",""coordinates"":[76.15,29.200000000000003]}",0.34355812054695073,2.73271741157195,28.894246553084017,0.0
180,,,0.0002588201301793,29.2,76.3,0.2044705622726015,-0.3419159260061051,"{""type"":""Point"",""coordinates"":[76.3,29.200000000000003]}",0.39839014959294133,2.6026346156215485,28.687966934913543,0.0
181,312.1700134277344,,0.0002496494932355,29.2,76.45,0.3421350181102752,-0.3952430201901331,"{""type"":""Point"",""coordinates"":[76.45,29.200000000000003]}",0.5227555983691962,2.428093103139317,23.407327798715034,0.0
182,,,0.0002614915233927,29.2,76.6,0.4125414444340599,-0.3988420599036746,"{""type"":""Point"",""coordinates"":[76.6,29.200000000000003]}",0.5738165491896752,2.339312112224552,22.32132717450094,0.0
183,313.67999267578125,,0.0002835364045485,29.2,76.75,0.4653921253151364,-0.3961097194088828,"{""type"":""Point"",""coordinates"":[76.75,29.200000000000003]}",0.6111405240331584,2.2759466962436297,14.080893852119605,0.0
184,,,0.0002509698752701,29.2,76.9,0.4948012371857962,-0.4311344047387442,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.200000000000003]}",0.6562812958404542,2.287543088069243,13.955718879011092,0.0
185,,,0.0002981467256574,29.2,77.05,0.544765294260449,-0.4365889132022857,"{""type"":""Point"",""coordinates"":[77.05,29.200000000000003]}",0.6981254220853346,2.2464060005119073,9.224920480025004,0.0
186,,,0.0003047450043841,29.2,77.2,0.5762845271163517,-0.4466369953420429,"{""type"":""Point"",""coordinates"":[77.2,29.200000000000003]}",0.7291011327668372,2.2301242684179416,8.041532656341834,0.0
187,,,0.000291791361592,29.2,77.35,0.6198483698897893,-0.4968126409583621,"{""type"":""Point"",""coordinates"":[77.35,29.200000000000003]}",0.7943769897668559,2.2464553326940213,7.91192020488673,0.0
188,,,0.0002915356415902,29.2,77.5,0.6519250571727753,-0.5182895561059315,"{""type"":""Point"",""coordinates"":[77.5,29.200000000000003]}",0.8328447299096092,2.2424896302362023,8.284151428916978,0.0
189,,,0.0001918136591014,29.35,74.5,-0.1024681177404191,-0.3784485187795427,"{""type"":""Point"",""coordinates"":[74.5,29.35]}",0.39207524344147804,-2.8771740792007576,35.39990938585964,0.0
190,,,0.00020404136503,29.35,74.65,-0.0817734698454538,-0.3841519150469039,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.35]}",0.3927589517818391,-2.9318556347999483,54.4495548142611,0.0
191,,,0.0002189549369625,29.35,74.8,-0.0754793888992733,-0.3922906140486398,"{""type"":""Point"",""coordinates"":[74.8,29.35]}",0.399485999778799,-2.9515087765970356,63.763578463453825,0.0
192,,,0.0002240343251944,29.35,74.95,-0.0859255558914609,-0.3950551675425636,"{""type"":""Point"",""coordinates"":[74.95,29.35]}",0.40429170973115386,-2.9274256271529873,46.55248739663794,0.0
193,,,0.0002432371953179,29.35,75.1,-0.1397263507048289,-0.378633658753501,"{""type"":""Point"",""coordinates"":[75.1,29.35]}",0.4035924932680878,-2.788068126570003,43.10345266704142,0.0
194,,,0.000233389359896,29.35,75.25,-0.1959037866857315,-0.3281809813446469,"{""type"":""Point"",""coordinates"":[75.25,29.35]}",0.38220550774961903,-2.603427467877352,39.59510325259567,0.0
195,,,0.0002550503799106,29.35,75.4,-0.2111924151579537,-0.2907779594262439,"{""type"":""Point"",""coordinates"":[75.4,29.35]}",0.35938010227103534,-2.513432015021257,41.9411225691424,0.0
196,,,0.0002599389999295,29.35,75.55,-0.2189808401796553,-0.221588506301244,"{""type"":""Point"",""coordinates"":[75.55,29.35]}",0.31153502931549154,-2.3621132761717507,39.78813619266077,0.0
197,,,0.0002657323337715,29.35,75.7,-0.1941727618376414,-0.222409768237008,"{""type"":""Point"",""coordinates"":[75.7,29.35]}",0.29524424879563194,-2.423873469782346,37.63752662966824,0.0
198,,,0.0002275725498669,29.35,75.85,-0.1558114879661136,-0.2393778807587093,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.35]}",0.2856203591811081,-2.5645837560422176,35.48671728842445,0.0
199,,,0.0002375813536855,29.35,76.0,-0.0549485186735788,-0.2840844372908274,"{""type"":""Point"",""coordinates"":[76.0,29.35]}",0.2893498007866373,-2.9505288712705204,40.545649774034196,0.0
200,,,0.0002646244424971,29.35,76.15,0.1075545330842335,-0.3538835638099246,"{""type"":""Point"",""coordinates"":[76.15,29.35]}",0.36986694137457116,2.846537624697653,43.06121075860067,0.8528840431232312
201,309.32000732421875,,0.000259352519342,29.35,76.3,0.1828359729713863,-0.3758891112274592,"{""type"":""Point"",""coordinates"":[76.3,29.35]}",0.4179971494541113,2.6888765694403114,34.42797091009085,0.9361916358814042
202,,,0.0002683934923134,29.35,76.45,0.321347122059928,-0.4193552977508968,"{""type"":""Point"",""coordinates"":[76.45,29.35]}",0.5283207724554673,2.48774817629635,30.54142265055598,0.9297560244943869
203,,,0.000228125826737,29.35,76.6,0.3907325658533308,-0.4271247340573205,"{""type"":""Point"",""coordinates"":[76.6,29.35]}",0.5788846832158061,2.4006621230099703,22.281560929828117,1.1306882623471202
204,,,0.0002527537614521,29.35,76.75,0.4643290963437822,-0.4066738877031539,"{""type"":""Point"",""coordinates"":[76.75,29.35]}",0.6172399538680486,2.29009687394075,13.353473473247806,1.2269948854344437
205,,,0.0002767367372094,29.35,76.9,0.5981286704540252,-0.3879805147647858,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.35]}",0.7129423442721354,2.146227050532269,8.970069534079679,1.175933557477102
206,,,0.0002944599016764,29.35,77.05,0.6721256593863167,-0.396591897143258,"{""type"":""Point"",""coordinates"":[77.05,29.35]}",0.7804088895477675,2.10387210730161,5.269981807754814,1.2119788914895426
207,,,0.0002904240476606,29.35,77.2,0.7061530980798933,-0.4053385741180844,"{""type"":""Point"",""coordinates"":[77.2,29.35]}",0.8142183721802851,2.091885887502421,5.882439580886084,0.0
208,,,0.0002636444183186,29.35,77.35,0.7380849964088865,-0.4659932778941261,"{""type"":""Point"",""coordinates"":[77.35,29.35]}",0.8728798296251428,2.1339521197088254,7.469900819816724,0.0
209,,,0.0002722617471863,29.35,77.5,0.7217862361007265,-0.4645409802595773,"{""type"":""Point"",""coordinates"":[77.5,29.35]}",0.8583552253962125,2.142658632545542,11.02939741680321,0.0
210,,,0.0002416646793702,29.5,74.5,-0.0816412270069122,-0.3846062878767648,"{""type"":""Point"",""coordinates"":[74.5,29.499999999999996]}",0.39317589781361095,-2.932425218255725,30.324728374130707,0.0
211,317.1000061035156,,0.0002394938342345,29.5,74.65,-0.0620167288515302,-0.3908542533715566,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.499999999999996]}",0.3957437580506876,-2.984234750001896,36.262779082673454,0.0
212,349.79998779296875,,0.0002126283817597,29.5,74.8,-0.0560281627708011,-0.3989834580156539,"{""type"":""Point"",""coordinates"":[74.8,29.500000000000004]}",0.40289819408083777,-3.002077667966904,38.056127677252036,0.0
213,,,0.0002059599402268,29.5,74.95,-0.0843800101015302,-0.4028049369653066,"{""type"":""Point"",""coordinates"":[74.95,29.500000000000004]}",0.41154805715536913,-2.935097520837565,43.715976320113626,2.282016158580293
214,319.6300048828125,,0.0002583551274087,29.5,75.1,-0.1591555363602107,-0.3883958929114871,"{""type"":""Point"",""coordinates"":[75.1,29.500000000000004]}",0.41974022250031945,-2.7526867149338106,49.75580482932951,2.7555876585108137
215,,,0.0002288970975591,29.5,75.25,-0.2175566865338219,-0.3413594888316262,"{""type"":""Point"",""coordinates"":[75.25,29.500000000000004]}",0.40479280190112665,-2.574179989458181,59.18053744481133,2.531479571228318
216,,,0.0002442422128046,29.5,75.4,-0.2313204533523982,-0.3029059840573206,"{""type"":""Point"",""coordinates"":[75.4,29.500000000000004]}",0.38113145674018145,-2.489399494052347,60.76111226380146,1.924280297983822
217,,,0.0002537933654442,29.5,75.55,-0.2368200600147246,-0.2619534287187788,"{""type"":""Point"",""coordinates"":[75.55,29.500000000000004]}",0.35313360027460156,-2.406542250945074,60.66363928359913,1.1267921544845578
218,,,0.0002469533588418,29.5,75.7,-0.1976205699973636,-0.2775034911102718,"{""type"":""Point"",""coordinates"":[75.7,29.500000000000004]}",0.3406788476915929,-2.5227672527391745,64.46608773846796,0.9246334938757592
219,,,0.000263829351136,29.5,75.85,-0.1462679631180233,-0.3006083495087094,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.500000000000004]}",0.3343047962997926,-2.6887440748295632,63.06783447160613,2.199763164316625
220,,,0.0002537342437417,29.5,76.0,-0.0437628090381622,-0.3460758109887439,"{""type"":""Point"",""coordinates"":[76.0,29.500000000000004]}",0.348831836859005,-3.0158058916825263,65.49363648140506,1.2964989043140607
221,,,0.0002598230041762,29.5,76.15,0.105628873904546,-0.4041266871823205,"{""type"":""Point"",""coordinates"":[76.15,29.500000000000004]}",0.41770305037825567,2.8859364866946655,63.559344606822435,1.0103294604206856
222,,,0.0002651431440325,29.5,76.3,0.1850593480798933,-0.4186805201901329,"{""type"":""Point"",""coordinates"":[76.3,29.499999999999996]}",0.45775576489918224,2.7254063003687996,52.15687320155963,1.1790090528809143
223,,,0.0002800569997245,29.5,76.45,0.3463423748811086,-0.4479733261797164,"{""type"":""Point"",""coordinates"":[76.45,29.500000000000004]}",0.5662447718141025,2.483450879182108,44.60472928284854,1.1619719506014965
224,,,0.0002624284669343,29.5,76.6,0.4157858020729488,-0.4560147080156537,"{""type"":""Point"",""coordinates"":[76.6,29.500000000000004]}",0.6171120215423187,2.402306402738375,29.76497106528845,1.583147118548465
225,,,0.0002556235073901,29.5,76.75,0.4924585044384002,-0.438147344191869,"{""type"":""Point"",""coordinates"":[76.75,29.500000000000004]}",0.6591573968454681,2.2978995369814945,19.925088278225516,1.8366966278941386
226,,,0.0002692998721332,29.5,76.9,0.6463901857535045,-0.4309275633758969,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.500000000000004]}",0.7768647482770329,2.158799758118052,11.784334478492683,1.8173409333438586
227,,,0.000326601093932,29.5,77.05,0.6840139514870116,-0.4750169866614871,"{""type"":""Point"",""coordinates"":[77.05,29.499999999999996]}",0.8327762145053348,2.177791189010189,7.050206579241534,1.9247809509663238
228,,,0.000265076387722,29.5,77.2,0.7208930883142683,-0.4802843206458621,"{""type"":""Point"",""coordinates"":[77.2,29.500000000000004]}",0.8662331518924572,2.15850013412417,5.773309507051332,1.7518074869507327
229,311.20001220703125,,0.0002724557871389,29.5,77.35,0.7364512887265947,-0.5302995794349247,"{""type"":""Point"",""coordinates"":[77.35,29.500000000000004]}",0.9075120630690924,2.194868251420751,5.313647384868736,1.516496841185984
230,,,0.000290149754088,29.5,77.5,0.7178871068689555,-0.526718850268258,"{""type"":""Point"",""coordinates"":[77.5,29.499999999999996]}",0.8903901647236423,2.2037881594057835,10.656296266088713,0.0
231,,,0.000257136331083,29.65,74.5,-0.0668062931961483,-0.4004126979245079,"{""type"":""Point"",""coordinates"":[74.5,29.650000000000002]}",0.40594754521956766,-2.9762718365955525,41.67910332860673,0.0
232,,,0.0002245810245145,29.65,74.65,-0.0532280054357316,-0.4073737574948205,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.650000000000002]}",0.4108364624252759,-3.0116673448913804,45.444320271372064,1.3245988052317244
233,,,0.0002422504370921,29.65,74.8,-0.0789682262473636,-0.4058488958411747,"{""type"":""Point"",""coordinates"":[74.8,29.650000000000006]}",0.41346016375481137,-2.949418419151527,51.04301297695027,2.0704177927194065
234,,,0.0002097922819417,29.65,74.95,-0.1239107853836483,-0.4105970919132232,"{""type"":""Point"",""coordinates"":[74.95,29.650000000000002]}",0.42888676200366505,-2.848501858121833,58.2609144374636,3.0287706743143494
235,,,0.0002460850677993,29.65,75.1,-0.2005214353402455,-0.3963474174340567,"{""type"":""Point"",""coordinates"":[75.1,29.650000000000002]}",0.44418478287482865,-2.6732175563193796,62.535942482329475,3.7597391394955126
236,,,0.000233983893125,29.65,75.25,-0.2351219263341691,-0.3689263562361399,"{""type"":""Point"",""coordinates"":[75.25,29.650000000000002]}",0.4374802584903296,-2.5741873024602224,72.5865117680934,3.6292670403205
237,,,0.0002403480850096,29.65,75.4,-0.207812084754308,-0.3768097248342302,"{""type"":""Point"",""coordinates"":[75.4,29.650000000000002]}",0.43031550204423263,-2.6375954445123404,79.66018532387316,3.260967479190385
238,,,0.0002363292784863,29.65,75.55,-0.2098496417204539,-0.3627852022647856,"{""type"":""Point"",""coordinates"":[75.55,29.650000000000002]}",0.41910616210275925,-2.617176615823375,81.97936522699231,2.2551496717377106
239,,,0.0002469703907665,29.65,75.7,-0.1691595375537873,-0.3791884005069732,"{""type"":""Point"",""coordinates"":[75.7,29.650000000000006]}",0.4152093354254549,-2.7219787988116235,85.8137987363361,1.719181772741183
240,,,0.0002349904703135,29.65,75.85,-0.1094132403532663,-0.406278176440133,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.650000000000002]}",0.420753150690665,-2.8785275710138407,86.08146997078369,2.5598512840763616
241,,,0.0002742906192977,29.65,76.0,0.0088701797856225,-0.4533352646562788,"{""type"":""Point"",""coordinates"":[76.0,29.650000000000006]}",0.45342203549277094,3.1220286603124143,81.55914159640804,2.592855925596873
242,,,0.0002663818400987,29.65,76.15,0.1398489124245114,-0.4965864717960357,"{""type"":""Point"",""coordinates"":[76.15,29.650000000000002]}",0.5159029388142247,2.867081928146851,74.4565700847768,3.759287583096669
243,,,0.0002377824230297,29.65,76.3,0.2221554987960391,-0.5094838784800636,"{""type"":""Point"",""coordinates"":[76.3,29.650000000000002]}",0.5558119178970573,2.7304080665703263,60.98468292433125,2.639554256279741
244,,,0.0002733199477961,29.65,76.45,0.4048784805668724,-0.5212117837535011,"{""type"":""Point"",""coordinates"":[76.45,29.650000000000002]}",0.6599911420236226,2.481157607916213,52.27680479765038,2.6265702855701685
245,,,0.0002816666858723,29.65,76.6,0.4653385500113171,-0.5122938692569731,"{""type"":""Point"",""coordinates"":[76.6,29.650000000000006]}",0.6920874038767905,2.404187234704344,34.93860724365302,3.8103491986167626
246,,,0.0002832580954924,29.65,76.75,0.5419997235139211,-0.5037445392873551,"{""type"":""Point"",""coordinates"":[76.75,29.650000000000006]}",0.7399474718863472,2.319629017566247,27.500578945136493,4.801944975247245
247,,,0.0002946417249966,29.65,76.9,0.6918088191085391,-0.5092370251814525,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.650000000000006]}",0.8590237424029715,2.205338691047922,13.777084018658092,4.91022925922849
248,,,0.0002751908418002,29.65,77.05,0.7035126494036779,-0.5670851290225982,"{""type"":""Point"",""coordinates"":[77.05,29.650000000000002]}",0.9036125228379468,2.249231583879428,6.240461002542488,5.4068622696323265
249,,,0.0002863282062454,29.65,77.2,0.6604587892691296,-0.5744707220130498,"{""type"":""Point"",""coordinates"":[77.2,29.650000000000006]}",0.8753413178715143,2.286676753999985,6.51637638537224,3.4968181061546204
250,,,0.0003052235808026,29.65,77.35,0.5965010662873586,-0.5751444823212093,"{""type"":""Point"",""coordinates"":[77.35,29.650000000000006]}",0.8286161340611753,2.337968654581848,7.436519561740587,3.4864881560465806
251,,,0.0002775245971875,29.65,77.5,0.5689121584097545,-0.5614593830373552,"{""type"":""Point"",""coordinates"":[77.5,29.650000000000002]}",0.7993107548301431,2.3496013771226663,5.647709642533742,1.886497436953175
252,,,0.0002266919760097,29.8,74.5,-0.1168466442161136,-0.4186889972951677,"{""type"":""Point"",""coordinates"":[74.5,29.800000000000004]}",0.4346879509724188,-2.86943966549778,61.301084020472466,0.0
253,,,0.0002379241068759,29.8,74.65,-0.1143720077143774,-0.4188232746389178,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.799999999999997]}",0.434158832143127,-2.8750128863577897,61.688012067527175,1.6262460128665488
254,,,0.0002378971420806,29.8,74.8,-0.129758631520801,-0.4054040173689525,"{""type"":""Point"",""coordinates"":[74.8,29.800000000000004]}",0.42566385770116416,-2.8318240473684155,68.48529129593197,2.54619720046397
255,,,0.0002456017698293,29.8,74.95,-0.1540655434131622,-0.4009009791745079,"{""type"":""Point"",""coordinates"":[74.95,29.800000000000004]}",0.42948549075640746,-2.7746951187157554,73.01450234778444,3.7964816731144757
256,,,0.0002358757898361,29.8,75.1,-0.2201900144418079,-0.3895433538489872,"{""type"":""Point"",""coordinates"":[75.1,29.800000000000004]}",0.4474680625338537,-2.6271153945848655,68.86819265804331,5.0851059541095625
257,,,0.0002404415546809,29.8,75.25,-0.195325987206565,-0.3795285019609664,"{""type"":""Point"",""coordinates"":[75.25,29.800000000000004]}",0.42684203761925144,-2.666290426980722,67.30482465015768,5.488054548685809
258,313.510009765625,,0.0002577663443543,29.8,75.4,-0.1550485485129886,-0.3959038952986399,"{""type"":""Point"",""coordinates"":[75.4,29.800000000000004]}",0.4251822511683913,-2.7683210070479154,61.34572529933282,5.147301062114426
259,316.30999755859375,,0.0002555693757085,29.8,75.55,-0.1154146916336484,-0.4095391492048899,"{""type"":""Point"",""coordinates"":[75.55,29.800000000000004]}",0.42549132279795693,-2.866900754179709,59.78584604672034,4.109972746741382
260,314.489990234375,,0.0002430175527267,29.8,75.7,-0.0768248750103844,-0.4232103460364872,"{""type"":""Point"",""coordinates"":[75.7,29.800000000000004]}",0.4301267934140867,-2.9620192696492462,58.38446011131395,3.41138283265608
261,335.8299865722656,,0.0002676280892818,29.8,75.85,-0.0128864798280928,-0.4487796684106191,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.800000000000004]}",0.4489646446448819,-3.112886050422797,57.86901588336891,5.377690922015193
262,325.5899963378906,,0.0002469089938348,29.8,76.0,0.1133013321293724,-0.4919600069522857,"{""type"":""Point"",""coordinates"":[76.0,29.800000000000004]}",0.5048384298988968,2.9152336769590907,57.35201271101175,4.986249295945841
263,319.79998779296875,,0.0002640738357071,29.8,76.15,0.2190671198897891,-0.5334150850772859,"{""type"":""Point"",""coordinates"":[76.15,29.800000000000004]}",0.5766472543980551,2.7519066616718573,56.220662167755876,4.884981318344723
264,,,0.0002744582179116,29.8,76.3,0.2989051732752058,-0.5475803275903066,"{""type"":""Point"",""coordinates"":[76.3,29.800000000000004]}",0.6238497557702402,2.6419293143978364,54.8308331058192,3.750249493961342
265,,,0.0002858186123609,29.8,76.45,0.4596331192387474,-0.5500610676076678,"{""type"":""Point"",""coordinates"":[76.45,29.800000000000004]}",0.7168192117952948,2.445515924220545,50.903520950771885,4.303117810546157
266,,,0.000288576012951,29.8,76.6,0.5092282527022892,-0.5380527396996816,"{""type"":""Point"",""coordinates"":[76.6,29.800000000000004]}",0.740819926870599,2.383710707992213,40.395579149515655,6.9428073369965855
267,,,0.0002651534580517,29.8,76.75,0.5443770428498586,-0.5176561468177371,"{""type"":""Point"",""coordinates"":[76.75,29.800000000000004]}",0.7512085270550004,2.331039664490043,30.879461971418664,9.023223165812107
268,,,0.000261123236177,29.8,76.9,0.6682936688264208,-0.5146945854028067,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.800000000000004]}",0.8435205652717929,2.227076922994224,17.438911692921995,7.324762829609306
269,,,0.0002574381548148,29.8,77.05,0.6200202855798934,-0.5293548908498552,"{""type"":""Point"",""coordinates"":[77.05,29.800000000000004]}",0.815255637819963,2.2774751627064043,5.830600918141873,7.3490267468107024
270,311.6199951171875,,0.0002807501963211,29.8,77.2,0.5402493708663516,-0.5129577961232927,"{""type"":""Point"",""coordinates"":[77.2,29.800000000000004]}",0.7449799214241645,2.3302874611431954,2.675739996919336,7.060570472237493
271,,,0.0002745935946684,29.8,77.35,0.3824209339088865,-0.5032803330156538,"{""type"":""Point"",""coordinates"":[77.35,29.800000000000004]}",0.6320892850635045,2.4918130435076993,4.823781386646537,6.704586958514642
