system:index,date,mean,name,.geo
20240519T194156_20240521T092553_1,2024-05-19,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240519T194156_20240521T092553_2,2024-05-19,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240519T194156_20240521T092553_3,2024-05-19,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240519T194156_20240521T092553_4,2024-05-19,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240519T212326_20240521T110556_0,2024-05-19,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240519T212326_20240521T110556_1,2024-05-19,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240519T212326_20240521T110556_2,2024-05-19,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240519T212326_20240521T110556_3,2024-05-19,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240519T212326_20240521T110556_4,2024-05-19,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240519T230456_20240521T125630_0,2024-05-19,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240519T230456_20240521T125630_1,2024-05-19,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240519T230456_20240521T125630_2,2024-05-19,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240519T230456_20240521T125630_3,2024-05-19,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240519T230456_20240521T125630_4,2024-05-19,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T004626_20240521T143602_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T004626_20240521T143602_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T004626_20240521T143602_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T004626_20240521T143602_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T004626_20240521T143602_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T022756_20240521T161605_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T022756_20240521T161605_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T022756_20240521T161605_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T022756_20240521T161605_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T022756_20240521T161605_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T040926_20240521T175609_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T040926_20240521T175609_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T040926_20240521T175609_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T040926_20240521T175609_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T040926_20240521T175609_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T055056_20240521T193611_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T055056_20240521T193611_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T055056_20240521T193611_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T055056_20240521T193611_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T055056_20240521T193611_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T073226_20240521T211644_0,2024-05-20,0.04576181435790275,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
