system:index,date,mean,name,.geo
20241121T111439_20241123T084341_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T111439_20241123T084341_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T125608_20241123T101100_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T125608_20241123T101100_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T125608_20241123T101100_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T125608_20241123T101100_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T125608_20241123T101100_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T143738_20241123T103446_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T143738_20241123T103446_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T143738_20241123T103446_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T143738_20241123T103446_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T143738_20241123T103446_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T161908_20241123T120057_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T161908_20241123T120057_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T161908_20241123T120057_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T161908_20241123T120057_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T161908_20241123T120057_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T180037_20241123T132215_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T180037_20241123T132215_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T180037_20241123T132215_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T180037_20241123T132215_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T180037_20241123T132215_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T194207_20241123T134306_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T194207_20241123T134306_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T194207_20241123T134306_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T194207_20241123T134306_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T194207_20241123T134306_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T212337_20241123T153602_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T212337_20241123T153602_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T212337_20241123T153602_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T212337_20241123T153602_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241121T212337_20241123T153602_4,2024-11-21,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241121T230507_20241123T205645_0,2024-11-21,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241121T230507_20241123T205645_1,2024-11-21,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241121T230507_20241123T205645_2,2024-11-21,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241121T230507_20241123T205645_3,2024-11-21,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
