cluster_id,centroid_lat,centroid_lon,area_km2,mean_hcho,max_hcho,grid_cells_count,nearest_fire_distance_km,nearest_fire_intensity_k
0,28.400000000000002,77.3,120.2399999999896,0.00033435273199650004,0.0003638907959832,3,34.00530705366873,19.899993896484375
1,28.72,77.26,360.71999999998013,0.00033720535516675997,0.0003735186003554,5,67.58599806403751,19.899993896484375
