system:index,fire_nov,fire_oct,hcho,lat,lon,u_component_of_wind_10m,v_component_of_wind_10m,.geo
184,,,0.00025096987527011266,29.2,76.9,0.4948012371857962,-0.4311344047387442,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.200000000000003]}"
185,,,0.00029814672565749633,29.2,77.05,0.544765294260449,-0.4365889132022857,"{""type"":""Point"",""coordinates"":[77.05,29.200000000000003]}"
186,,,0.0003047450043841706,29.2,77.2,0.5762845271163517,-0.4466369953420429,"{""type"":""Point"",""coordinates"":[77.2,29.200000000000003]}"
187,,,0.0002917913615920851,29.2,77.35,0.6198483698897893,-0.4968126409583621,"{""type"":""Point"",""coordinates"":[77.35,29.200000000000003]}"
188,,,0.00029153564159027965,29.2,77.5,0.6519250571727753,-0.5182895561059315,"{""type"":""Point"",""coordinates"":[77.5,29.200000000000003]}"
189,,,0.00019181365910140007,29.35,74.5,-0.1024681177404191,-0.3784485187795427,"{""type"":""Point"",""coordinates"":[74.5,29.35]}"
190,,,0.0002040413650300287,29.35,74.65,-0.0817734698454538,-0.3841519150469039,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.35]}"
191,,,0.0002189549369625343,29.35,74.8,-0.0754793888992733,-0.3922906140486398,"{""type"":""Point"",""coordinates"":[74.8,29.35]}"
192,,,0.00022403432519443376,29.35,74.95,-0.0859255558914609,-0.3950551675425636,"{""type"":""Point"",""coordinates"":[74.95,29.35]}"
193,,,0.0002432371953179787,29.35,75.1,-0.1397263507048289,-0.378633658753501,"{""type"":""Point"",""coordinates"":[75.1,29.35]}"
194,,,0.000233389359896034,29.35,75.25,-0.1959037866857315,-0.3281809813446469,"{""type"":""Point"",""coordinates"":[75.25,29.35]}"
195,,,0.00025505037991060085,29.35,75.4,-0.2111924151579537,-0.2907779594262439,"{""type"":""Point"",""coordinates"":[75.4,29.35]}"
196,,,0.0002599389999295106,29.35,75.55,-0.2189808401796553,-0.221588506301244,"{""type"":""Point"",""coordinates"":[75.55,29.35]}"
197,,,0.00026573233377159773,29.35,75.7,-0.1941727618376414,-0.222409768237008,"{""type"":""Point"",""coordinates"":[75.7,29.35]}"
198,,,0.0002275725498669399,29.35,75.85,-0.1558114879661136,-0.2393778807587093,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.35]}"
199,,,0.00023758135368558297,29.35,76.0,-0.0549485186735788,-0.2840844372908274,"{""type"":""Point"",""coordinates"":[76.0,29.35]}"
200,,,0.00026462444249712085,29.35,76.15,0.1075545330842335,-0.3538835638099246,"{""type"":""Point"",""coordinates"":[76.15,29.35]}"
201,309.32000732421875,,0.0002593525193420413,29.35,76.3,0.1828359729713863,-0.3758891112274592,"{""type"":""Point"",""coordinates"":[76.3,29.35]}"
202,,,0.0002683934923134764,29.35,76.45,0.321347122059928,-0.4193552977508968,"{""type"":""Point"",""coordinates"":[76.45,29.35]}"
203,,,0.0002281258267370944,29.35,76.6,0.3907325658533308,-0.4271247340573205,"{""type"":""Point"",""coordinates"":[76.6,29.35]}"
204,,,0.0002527537614521811,29.35,76.75,0.4643290963437822,-0.4066738877031539,"{""type"":""Point"",""coordinates"":[76.75,29.35]}"
205,,,0.00027673673720947275,29.35,76.9,0.5981286704540252,-0.3879805147647858,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.35]}"
206,,,0.0002944599016764506,29.35,77.05,0.6721256593863167,-0.396591897143258,"{""type"":""Point"",""coordinates"":[77.05,29.35]}"
207,,,0.00029042404766068205,29.35,77.2,0.7061530980798933,-0.4053385741180844,"{""type"":""Point"",""coordinates"":[77.2,29.35]}"
208,,,0.0002636444183186542,29.35,77.35,0.7380849964088865,-0.4659932778941261,"{""type"":""Point"",""coordinates"":[77.35,29.35]}"
209,,,0.0002722617471863574,29.35,77.5,0.7217862361007265,-0.4645409802595773,"{""type"":""Point"",""coordinates"":[77.5,29.35]}"
210,,,0.00024166467937022863,29.5,74.5,-0.0816412270069122,-0.3846062878767648,"{""type"":""Point"",""coordinates"":[74.5,29.499999999999996]}"
211,317.1000061035156,,0.00023949383423451555,29.5,74.65,-0.0620167288515302,-0.3908542533715566,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.499999999999996]}"
212,349.79998779296875,,0.00021262838175977025,29.5,74.8,-0.0560281627708011,-0.3989834580156539,"{""type"":""Point"",""coordinates"":[74.8,29.500000000000004]}"
213,,,0.0002059599402268191,29.5,74.95,-0.0843800101015302,-0.4028049369653066,"{""type"":""Point"",""coordinates"":[74.95,29.500000000000004]}"
214,319.6300048828125,,0.00025835512740872874,29.5,75.1,-0.1591555363602107,-0.3883958929114871,"{""type"":""Point"",""coordinates"":[75.1,29.500000000000004]}"
215,,,0.00022889709755911087,29.5,75.25,-0.2175566865338219,-0.3413594888316262,"{""type"":""Point"",""coordinates"":[75.25,29.500000000000004]}"
216,,,0.00024424221280463273,29.5,75.4,-0.2313204533523982,-0.3029059840573206,"{""type"":""Point"",""coordinates"":[75.4,29.500000000000004]}"
217,,,0.0002537933654442515,29.5,75.55,-0.2368200600147246,-0.2619534287187788,"{""type"":""Point"",""coordinates"":[75.55,29.500000000000004]}"
218,,,0.000246953358841889,29.5,75.7,-0.1976205699973636,-0.2775034911102718,"{""type"":""Point"",""coordinates"":[75.7,29.500000000000004]}"
219,,,0.0002638293511360008,29.5,75.85,-0.1462679631180233,-0.3006083495087094,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.500000000000004]}"
220,,,0.0002537342437417495,29.5,76.0,-0.0437628090381622,-0.3460758109887439,"{""type"":""Point"",""coordinates"":[76.0,29.500000000000004]}"
221,,,0.00025982300417624297,29.5,76.15,0.105628873904546,-0.4041266871823205,"{""type"":""Point"",""coordinates"":[76.15,29.500000000000004]}"
222,,,0.0002651431440325156,29.5,76.3,0.1850593480798933,-0.4186805201901329,"{""type"":""Point"",""coordinates"":[76.3,29.499999999999996]}"
223,,,0.0002800569997245089,29.5,76.45,0.3463423748811086,-0.4479733261797164,"{""type"":""Point"",""coordinates"":[76.45,29.500000000000004]}"
224,,,0.00026242846693432995,29.5,76.6,0.4157858020729488,-0.4560147080156537,"{""type"":""Point"",""coordinates"":[76.6,29.500000000000004]}"
225,,,0.00025562350739010645,29.5,76.75,0.4924585044384002,-0.438147344191869,"{""type"":""Point"",""coordinates"":[76.75,29.500000000000004]}"
226,,,0.0002692998721332842,29.5,76.9,0.6463901857535045,-0.4309275633758969,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.500000000000004]}"
227,,,0.0003266010939320407,29.5,77.05,0.6840139514870116,-0.4750169866614871,"{""type"":""Point"",""coordinates"":[77.05,29.499999999999996]}"
228,,,0.0002650763877220724,29.5,77.2,0.7208930883142683,-0.4802843206458621,"{""type"":""Point"",""coordinates"":[77.2,29.500000000000004]}"
229,311.20001220703125,,0.00027245578713894886,29.5,77.35,0.7364512887265947,-0.5302995794349247,"{""type"":""Point"",""coordinates"":[77.35,29.500000000000004]}"
230,,,0.00029014975408805975,29.5,77.5,0.7178871068689555,-0.526718850268258,"{""type"":""Point"",""coordinates"":[77.5,29.499999999999996]}"
231,,,0.00025713633108303066,29.65,74.5,-0.0668062931961483,-0.4004126979245079,"{""type"":""Point"",""coordinates"":[74.5,29.650000000000002]}"
232,,,0.0002245810245145264,29.65,74.65,-0.0532280054357316,-0.4073737574948205,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.650000000000002]}"
233,,,0.00024225043709213975,29.65,74.8,-0.0789682262473636,-0.4058488958411747,"{""type"":""Point"",""coordinates"":[74.8,29.650000000000006]}"
234,,,0.00020979228194173232,29.65,74.95,-0.1239107853836483,-0.4105970919132232,"{""type"":""Point"",""coordinates"":[74.95,29.650000000000002]}"
235,,,0.0002460850677993586,29.65,75.1,-0.2005214353402455,-0.3963474174340567,"{""type"":""Point"",""coordinates"":[75.1,29.650000000000002]}"
236,,,0.0002339838931250582,29.65,75.25,-0.2351219263341691,-0.3689263562361399,"{""type"":""Point"",""coordinates"":[75.25,29.650000000000002]}"
237,,,0.00024034808500961657,29.65,75.4,-0.207812084754308,-0.3768097248342302,"{""type"":""Point"",""coordinates"":[75.4,29.650000000000002]}"
238,,,0.00023632927848637412,29.65,75.55,-0.2098496417204539,-0.3627852022647856,"{""type"":""Point"",""coordinates"":[75.55,29.650000000000002]}"
239,,,0.000246970390766556,29.65,75.7,-0.1691595375537873,-0.3791884005069732,"{""type"":""Point"",""coordinates"":[75.7,29.650000000000006]}"
240,,,0.00023499047031351055,29.65,75.85,-0.1094132403532663,-0.406278176440133,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.650000000000002]}"
241,,,0.0002742906192977106,29.65,76.0,0.0088701797856225,-0.4533352646562788,"{""type"":""Point"",""coordinates"":[76.0,29.650000000000006]}"
242,,,0.000266381840098768,29.65,76.15,0.1398489124245114,-0.4965864717960357,"{""type"":""Point"",""coordinates"":[76.15,29.650000000000002]}"
243,,,0.0002377824230297505,29.65,76.3,0.2221554987960391,-0.5094838784800636,"{""type"":""Point"",""coordinates"":[76.3,29.650000000000002]}"
244,,,0.0002733199477961367,29.65,76.45,0.4048784805668724,-0.5212117837535011,"{""type"":""Point"",""coordinates"":[76.45,29.650000000000002]}"
245,,,0.00028166668587237324,29.65,76.6,0.4653385500113171,-0.5122938692569731,"{""type"":""Point"",""coordinates"":[76.6,29.650000000000006]}"
246,,,0.00028325809549249763,29.65,76.75,0.5419997235139211,-0.5037445392873551,"{""type"":""Point"",""coordinates"":[76.75,29.650000000000006]}"
247,,,0.0002946417249966936,29.65,76.9,0.6918088191085391,-0.5092370251814525,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.650000000000006]}"
248,,,0.0002751908418002353,29.65,77.05,0.7035126494036779,-0.5670851290225982,"{""type"":""Point"",""coordinates"":[77.05,29.650000000000002]}"
249,,,0.00028632820624546095,29.65,77.2,0.6604587892691296,-0.5744707220130498,"{""type"":""Point"",""coordinates"":[77.2,29.650000000000006]}"
250,,,0.0003052235808026656,29.65,77.35,0.5965010662873586,-0.5751444823212093,"{""type"":""Point"",""coordinates"":[77.35,29.650000000000006]}"
251,,,0.00027752459718753344,29.65,77.5,0.5689121584097545,-0.5614593830373552,"{""type"":""Point"",""coordinates"":[77.5,29.650000000000002]}"
252,,,0.00022669197600976853,29.8,74.5,-0.1168466442161136,-0.4186889972951677,"{""type"":""Point"",""coordinates"":[74.5,29.800000000000004]}"
253,,,0.0002379241068759169,29.8,74.65,-0.1143720077143774,-0.4188232746389178,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.799999999999997]}"
254,,,0.0002378971420806292,29.8,74.8,-0.129758631520801,-0.4054040173689525,"{""type"":""Point"",""coordinates"":[74.8,29.800000000000004]}"
255,,,0.00024560176982931783,29.8,74.95,-0.1540655434131622,-0.4009009791745079,"{""type"":""Point"",""coordinates"":[74.95,29.800000000000004]}"
256,,,0.0002358757898361242,29.8,75.1,-0.2201900144418079,-0.3895433538489872,"{""type"":""Point"",""coordinates"":[75.1,29.800000000000004]}"
257,,,0.0002404415546809217,29.8,75.25,-0.195325987206565,-0.3795285019609664,"{""type"":""Point"",""coordinates"":[75.25,29.800000000000004]}"
258,313.510009765625,,0.0002577663443543772,29.8,75.4,-0.1550485485129886,-0.3959038952986399,"{""type"":""Point"",""coordinates"":[75.4,29.800000000000004]}"
259,316.30999755859375,,0.0002555693757085528,29.8,75.55,-0.1154146916336484,-0.4095391492048899,"{""type"":""Point"",""coordinates"":[75.55,29.800000000000004]}"
260,314.489990234375,,0.0002430175527267634,29.8,75.7,-0.0768248750103844,-0.4232103460364872,"{""type"":""Point"",""coordinates"":[75.7,29.800000000000004]}"
261,335.8299865722656,,0.0002676280892818946,29.8,75.85,-0.0128864798280928,-0.4487796684106191,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.800000000000004]}"
262,325.5899963378906,,0.00024690899383484504,29.8,76.0,0.1133013321293724,-0.4919600069522857,"{""type"":""Point"",""coordinates"":[76.0,29.800000000000004]}"
263,319.79998779296875,,0.00026407383570716225,29.8,76.15,0.2190671198897891,-0.5334150850772859,"{""type"":""Point"",""coordinates"":[76.15,29.800000000000004]}"
264,,,0.00027445821791161144,29.8,76.3,0.2989051732752058,-0.5475803275903066,"{""type"":""Point"",""coordinates"":[76.3,29.800000000000004]}"
265,,,0.00028581861236099033,29.8,76.45,0.4596331192387474,-0.5500610676076678,"{""type"":""Point"",""coordinates"":[76.45,29.800000000000004]}"
266,,,0.0002885760129510921,29.8,76.6,0.5092282527022892,-0.5380527396996816,"{""type"":""Point"",""coordinates"":[76.6,29.800000000000004]}"
267,,,0.0002651534580517155,29.8,76.75,0.5443770428498586,-0.5176561468177371,"{""type"":""Point"",""coordinates"":[76.75,29.800000000000004]}"
268,,,0.00026112323617709496,29.8,76.9,0.6682936688264208,-0.5146945854028067,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.800000000000004]}"
269,,,0.00025743815481487703,29.8,77.05,0.6200202855798934,-0.5293548908498552,"{""type"":""Point"",""coordinates"":[77.05,29.800000000000004]}"
270,311.6199951171875,,0.0002807501963211536,29.8,77.2,0.5402493708663516,-0.5129577961232927,"{""type"":""Point"",""coordinates"":[77.2,29.800000000000004]}"
271,,,0.0002745935946684612,29.8,77.35,0.3824209339088865,-0.5032803330156538,"{""type"":""Point"",""coordinates"":[77.35,29.800000000000004]}"
272,,,0.00027707038678621734,29.8,77.5,0.3531674616866642,-0.4876933104462094,"{""type"":""Point"",""coordinates"":[77.5,29.800000000000004]}"
273,315.25,,0.00024514875378315026,29.95,74.5,-0.1784751978185442,-0.4300418754418691,"{""type"":""Point"",""coordinates"":[74.5,29.95]}"
274,,,0.0002154200399398675,29.95,74.65,-0.181541536251704,-0.4267239365312789,"{""type"":""Point"",""coordinates"":[74.65000000000002,29.95]}"
275,,,0.00024045302309322905,29.95,74.8,-0.1963035669591692,-0.4119385090139176,"{""type"":""Point"",""coordinates"":[74.8,29.95]}"
276,,,0.0002283791569666596,29.95,74.95,-0.2072390324539607,-0.4014604681067998,"{""type"":""Point"",""coordinates"":[74.95,29.95]}"
277,,,0.00026492734596420697,29.95,75.1,-0.212577235036426,-0.3902361028724245,"{""type"":""Point"",""coordinates"":[75.1,29.95]}"
278,,,0.00027319831523189955,29.95,75.25,-0.1571373071935441,-0.3879642387231191,"{""type"":""Point"",""coordinates"":[75.25,29.95]}"
279,,,0.0002714326084300031,29.95,75.4,-0.1164051565859052,-0.4052110784583622,"{""type"":""Point"",""coordinates"":[75.4,29.95]}"
280,,,0.00023545216712777495,29.95,75.55,-0.0333573321501413,-0.4480384303463831,"{""type"":""Point"",""coordinates"":[75.55,29.95]}"
281,,,0.0002603093415526319,29.95,75.7,0.0200735217995114,-0.4657013263967302,"{""type"":""Point"",""coordinates"":[75.7,29.95]}"
282,310.6000061035156,,0.00026963190064336137,29.95,75.85,0.0927596112092336,-0.4880585041311051,"{""type"":""Point"",""coordinates"":[75.85000000000001,29.95]}"
283,,,0.0002645903403452398,29.95,76.0,0.2203332602977752,-0.5306715548038483,"{""type"":""Point"",""coordinates"":[76.0,29.95]}"
284,,,0.0002855821751402161,29.95,76.15,0.3075938668515947,-0.5701426512665219,"{""type"":""Point"",""coordinates"":[76.15,29.950000000000006]}"
285,,,0.00027489875366828895,29.95,76.3,0.3705729928281573,-0.5821536918481189,"{""type"":""Point"",""coordinates"":[76.3,29.95]}"
286,,,0.00030122621724923404,29.95,76.45,0.5073626114262478,-0.5761339300208621,"{""type"":""Point"",""coordinates"":[76.45,29.95]}"
287,,,0.0002457762990371282,29.95,76.6,0.5606076472335391,-0.5659885307153066,"{""type"":""Point"",""coordinates"":[76.6,29.95]}"
288,,,0.0002648209070979818,29.95,76.75,0.5858531441953446,-0.5422933267222508,"{""type"":""Point"",""coordinates"":[76.75,29.950000000000006]}"
289,,,0.00029126544534454046,29.95,76.9,0.6444947050677408,-0.5129706813229455,"{""type"":""Point"",""coordinates"":[76.90000000000002,29.95]}"
290,,,0.0002649583611453767,29.95,77.05,0.5086972468429141,-0.4706587374210357,"{""type"":""Point"",""coordinates"":[77.05,29.95]}"
291,,,0.0002718808838181463,29.95,77.2,0.4268209583229489,-0.4503601398732926,"{""type"":""Point"",""coordinates"":[77.2,29.950000000000006]}"
292,,,0.0002598915112082974,29.95,77.35,0.2276835885312822,-0.4375010497040218,"{""type"":""Point"",""coordinates"":[77.35,29.950000000000006]}"
293,,,0.00029568667736514285,29.95,77.5,0.1454607559574975,-0.4236230115095775,"{""type"":""Point"",""coordinates"":[77.5,29.95]}"
294,316.3699951171875,,0.00022315046421881397,30.1,74.5,-0.2280872854921553,-0.4090179767873551,"{""type"":""Point"",""coordinates"":[74.5,30.099999999999998]}"
295,,,0.0002028166690582093,30.1,74.65,-0.2250457002056969,-0.409283818801244,"{""type"":""Point"",""coordinates"":[74.65000000000002,30.099999999999998]}"
296,314.2200012207031,,0.0002497476660447354,30.1,74.8,-0.2323767006397246,-0.4025160372257232,"{""type"":""Point"",""coordinates"":[74.8,30.099999999999998]}"
297,322.0799865722656,,0.00022061216533524535,30.1,74.95,-0.229154383473926,-0.4081112656328412,"{""type"":""Point"",""coordinates"":[74.95,30.099999999999998]}"
298,318.7099914550781,,0.00023826777232930992,30.1,75.1,-0.1904207951492734,-0.4584313611189525,"{""type"":""Point"",""coordinates"":[75.1,30.100000000000005]}"
299,324.5199890136719,,0.0002443155594081849,30.1,75.25,-0.1318497637907663,-0.4895636989010706,"{""type"":""Point"",""coordinates"":[75.25,30.099999999999998]}"
300,311.2300109863281,,0.0002722767702043322,30.1,75.4,-0.0894198185867733,-0.5084974825382234,"{""type"":""Point"",""coordinates"":[75.4,30.099999999999998]}"
301,,,0.000247773532163735,30.1,75.55,0.0296068741215599,-0.577441777785619,"{""type"":""Point"",""coordinates"":[75.55,30.099999999999998]}"
302,321.7799987792969,,0.00025509875522734685,30.1,75.7,0.0891714221901363,-0.5820672253767649,"{""type"":""Point"",""coordinates"":[75.7,30.099999999999998]}"
303,,,0.00026234838405548243,30.1,75.85,0.1495813071727752,-0.5802632974253759,"{""type"":""Point"",""coordinates"":[75.85000000000001,30.100000000000005]}"
304,312.6700134277344,,0.00026857045523899476,30.1,76.0,0.2718503230147892,-0.6152238958411747,"{""type"":""Point"",""coordinates"":[76.0,30.099999999999998]}"
305,,,0.0002552859440137044,30.1,76.15,0.3315071019861433,-0.5909237656328412,"{""type"":""Point"",""coordinates"":[76.15,30.099999999999998]}"
306,,,0.0002586414567034233,30.1,76.3,0.3704468535052406,-0.5549028509192997,"{""type"":""Point"",""coordinates"":[76.3,30.099999999999998]}"
307,314.6499938964844,,0.00029271042995048066,30.1,76.45,0.4832211726241641,-0.4928551892439524,"{""type"":""Point"",""coordinates"":[76.45,30.099999999999998]}"
308,,311.010009765625,0.0002802746636906765,30.1,76.6,0.5322914037439558,-0.4796125948429109,"{""type"":""Point"",""coordinates"":[76.6,30.100000000000005]}"
309,,,0.00028415750914831796,30.1,76.75,0.5578678468863171,-0.4475237005286745,"{""type"":""Point"",""coordinates"":[76.75,30.100000000000005]}"
310,,,0.0002801471541951584,30.1,76.9,0.5617388321293725,-0.3593946993350982,"{""type"":""Point"",""coordinates"":[76.90000000000002,30.100000000000005]}"
311,,,0.00027936560105879026,30.1,77.05,0.3734830134444766,-0.2689840005503761,"{""type"":""Point"",""coordinates"":[77.05,30.099999999999998]}"
312,,,0.00027826770445354244,30.1,77.2,0.2904674020078447,-0.2453162623776329,"{""type"":""Point"",""coordinates"":[77.2,30.100000000000005]}"
313,,,0.000295859875841765,30.1,77.35,0.0276449329323239,-0.2788320230113136,"{""type"":""Point"",""coordinates"":[77.35,30.099999999999998]}"
314,,,0.0003003668247726212,30.1,77.5,-0.1350056204530928,-0.3274746689531538,"{""type"":""Point"",""coordinates"":[77.5,30.099999999999998]}"
315,316.70001220703125,,0.0002648191919673557,30.25,74.5,-0.2274674395720163,-0.3676378362708622,"{""type"":""Point"",""coordinates"":[74.5,30.25]}"
316,,,0.00023803223181785777,30.25,74.65,-0.2194179197152456,-0.3707997964488135,"{""type"":""Point"",""coordinates"":[74.65000000000002,30.25]}"
317,309.0299987792969,,0.0002300097624544488,30.25,74.8,-0.1967854056093428,-0.4177178601423897,"{""type"":""Point"",""coordinates"":[74.8,30.25]}"
318,313.3599853515625,,0.0002684206528569646,30.25,74.95,-0.184730284081565,-0.4337416231632233,"{""type"":""Point"",""coordinates"":[74.95,30.250000000000007]}"
319,325.1600036621094,,0.00026636575829815334,30.25,75.1,-0.1681951820850373,-0.4734412623776329,"{""type"":""Point"",""coordinates"":[75.1,30.250000000000007]}"
320,,,0.00024609963529570943,30.25,75.25,-0.1171518199973636,-0.5258572373125288,"{""type"":""Point"",""coordinates"":[75.25,30.250000000000007]}"
321,,316.1499938964844,0.0002588575148273902,30.25,75.4,-0.0853677623801761,-0.5375034232934316,"{""type"":""Point"",""coordinates"":[75.4,30.249999999999996]}"
322,313.739990234375,,0.00023121207792025348,30.25,75.55,0.0326538847552405,-0.6094879474904801,"{""type"":""Point"",""coordinates"":[75.55,30.249999999999996]}"
323,320.5400085449219,,0.0002215987875921837,30.25,75.7,0.0779636720816294,-0.6351044025686056,"{""type"":""Point"",""coordinates"":[75.7,30.249999999999996]}"
324,,,0.000262478122837684,30.25,75.85,0.1341238147682613,-0.6323340846432579,"{""type"":""Point"",""coordinates"":[75.85000000000001,30.250000000000007]}"
325,324.04998779296875,,0.000268590855131091,30.25,76.0,0.2622647517257266,-0.6411017848385703,"{""type"":""Point"",""coordinates"":[76.0,30.25]}"
326,317.0199890136719,,0.00026917885457855974,30.25,76.15,0.3279094186094073,-0.5989241182804108,"{""type"":""Point"",""coordinates"":[76.15,30.250000000000007]}"
327,,,0.0002709474872234703,30.25,76.3,0.3962884604930877,-0.5792741888099247,"{""type"":""Point"",""coordinates"":[76.3,30.25]}"
328,,,0.0002791671705166374,30.25,76.45,0.5111691706710393,-0.499161477221383,"{""type"":""Point"",""coordinates"":[76.45,30.25]}"
329,,,0.00027114818118211735,30.25,76.6,0.5048852622509,-0.516635842455758,"{""type"":""Point"",""coordinates"":[76.6,30.250000000000007]}"
330,,,0.00025035271002314273,30.25,76.75,0.5035021377934351,-0.5092773762014177,"{""type"":""Point"",""coordinates"":[76.75,30.250000000000007]}"
331,,,0.0002585324858797344,30.25,76.9,0.4770766278107961,-0.4275048474470775,"{""type"":""Point"",""coordinates"":[76.90000000000002,30.25]}"
332,,,0.00028053625995846346,30.25,77.05,0.2804606881406572,-0.3376356661319732,"{""type"":""Point"",""coordinates"":[77.05,30.25]}"
333,,,0.0002648398333684666,30.25,77.2,0.179330520497428,-0.2733985377682579,"{""type"":""Point"",""coordinates"":[77.2,30.250000000000007]}"
334,,,0.00028501437676123874,30.25,77.35,-0.1116423798931969,-0.2798764023515913,"{""type"":""Point"",""coordinates"":[77.35,30.25]}"
335,,,0.0002692948804661857,30.25,77.5,-0.226226391394933,-0.3034783581892649,"{""type"":""Point"",""coordinates"":[77.5,30.249999999999996]}"
336,319.94000244140625,,0.00023646992588516056,30.4,74.5,-0.1938675860563914,-0.3419650932153064,"{""type"":""Point"",""coordinates"":[74.5,30.4]}"
337,,,0.00023817140277792228,30.4,74.65,-0.1863972220155927,-0.3529514213403066,"{""type"":""Point"",""coordinates"":[74.65000000000002,30.4]}"
338,,,0.0002459345679637885,30.4,74.8,-0.162415830956565,-0.4184194253550635,"{""type"":""Point"",""coordinates"":[74.8,30.4]}"
339,,,0.00025197169206053364,30.4,74.95,-0.1507133569982317,-0.439818012052112,"{""type"":""Point"",""coordinates"":[74.95,30.4]}"
340,,,0.00024390054608987497,30.4,75.1,-0.149509608083301,-0.4733527614010704,"{""type"":""Point"",""coordinates"":[75.1,30.4]}"
341,312.9200134277344,,0.000237824018197691,30.4,75.25,-0.1090734779834747,-0.5095266030894384,"{""type"":""Point"",""coordinates"":[75.25,30.4]}"
342,,,0.0002602565512431321,30.4,75.4,-0.0870682696501413,-0.5067101697127024,"{""type"":""Point"",""coordinates"":[75.4,30.4]}"
343,313.260009765625,,0.00026613166179626126,30.4,75.55,0.0027585261397891,-0.5549808402856193,"{""type"":""Point"",""coordinates"":[75.55,30.4]}"
344,,,0.00025089203196202847,30.4,75.7,0.0402537789609697,-0.5848019394609664,"{""type"":""Point"",""coordinates"":[75.7,30.4]}"
345,,,0.0002633841062746922,30.4,75.85,0.0851475099722544,-0.598892922533883,"{""type"":""Point"",""coordinates"":[75.85000000000001,30.4]}"
346,312.3999938964844,,0.0002579465883794882,30.4,76.0,0.2226478490564558,-0.6269002603160009,"{""type"":""Point"",""coordinates"":[76.0,30.4]}"
347,,,0.00026304815104197986,30.4,76.15,0.3361654407448239,-0.6196363985538481,"{""type"":""Point"",""coordinates"":[76.15,30.4]}"
348,,,0.0002566188061974936,30.4,76.3,0.4163256241215601,-0.6036641763316261,"{""type"":""Point"",""coordinates"":[76.3,30.4]}"
349,,,0.0002863568148979386,30.4,76.45,0.5479648927847546,-0.5617001328203414,"{""type"":""Point"",""coordinates"":[76.45,30.4]}"
350,,315.4100036621094,0.00026997569805065107,30.4,76.6,0.5290066950851017,-0.5942962970998554,"{""type"":""Point"",""coordinates"":[76.6,30.4]}"
351,,,0.0002719507281750254,30.4,76.75,0.4950440214739904,-0.6404175129201677,"{""type"":""Point"",""coordinates"":[76.75,30.4]}"
352,,,0.0002527898464189226,30.4,76.9,0.427078323231803,-0.5941494736406538,"{""type"":""Point"",""coordinates"":[76.90000000000002,30.4]}"
353,,,0.0002812021882958208,30.4,77.05,0.2260583579540252,-0.5266222112708622,"{""type"":""Point"",""coordinates"":[77.05,30.4]}"
354,,313.69000244140625,0.00023440975800203425,30.4,77.2,0.1277656469080183,-0.4559109482500288,"{""type"":""Point"",""coordinates"":[77.2,30.4]}"
355,,,0.0002483448146625248,30.4,77.35,-0.1015692055225372,-0.357238123814265,"{""type"":""Point"",""coordinates"":[77.35,30.4]}"
356,,,0.00022856189499220088,30.4,77.5,-0.1849669648541344,-0.3603088703420428,"{""type"":""Point"",""coordinates"":[77.5,30.4]}"
357,316.1199951171875,,0.00023854572078420064,30.55,74.5,-0.1301485783523983,-0.3665337781111398,"{""type"":""Point"",""coordinates"":[74.5,30.55]}"
358,314.760009765625,,0.00024927056576793614,30.55,74.65,-0.1233197616206274,-0.3910109102725983,"{""type"":""Point"",""coordinates"":[74.65000000000002,30.55]}"
359,310.29998779296875,,0.00023309512557641957,30.55,74.8,-0.087426342566808,-0.4355109645260703,"{""type"":""Point"",""coordinates"":[74.8,30.55]}"
360,,,0.00024164976097978836,30.55,74.95,-0.0802021536562177,-0.432734543085098,"{""type"":""Point"",""coordinates"":[74.95,30.55]}"
361,310.92999267578125,,0.00024530256662605313,30.55,75.1,-0.1039217717117733,-0.438829242520862,"{""type"":""Point"",""coordinates"":[75.1,30.55]}"
362,,,0.0002754433580303882,30.55,75.25,-0.0830477482742733,-0.4510233885712094,"{""type"":""Point"",""coordinates"":[75.25,30.55]}"
363,,,0.000244574626371727,30.55,75.4,-0.065710033973058,-0.4557203829288483,"{""type"":""Point"",""coordinates"":[75.4,30.55]}"
364,,,0.00024385910829995456,30.55,75.55,-0.0080419838428497,-0.553629250658883,"{""type"":""Point"",""coordinates"":[75.55,30.55]}"
365,,,0.0002559653652202381,30.55,75.7,0.0428389569123586,-0.6109619465139177,"{""type"":""Point"",""coordinates"":[75.7,30.55]}"
366,,,0.0002881856141696766,30.55,75.85,0.0781369441085391,-0.6399743298689525,"{""type"":""Point"",""coordinates"":[75.85000000000001,30.55]}"
367,309.6400146484375,,0.0002934809141646675,30.55,76.0,0.2146712323029836,-0.6862247367699941,"{""type"":""Point"",""coordinates"":[76.0,30.55]}"
