City,date,CPCB_AQI,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,TROPOMI_CO_mol_m2,TROPOMI_HCHO_mol_m2,TROPOMI_NO2_mol_m2,temp_c,dewpoint_c,wind_speed_ms,pressure_hpa,precip_mm,rel_humidity_pct
Delhi,2024-01-20,329.0,180.95,355.32,273.07,375.06,3.45,312.55,0.0541093572115996,0.0005043079486329,0.0003727850111484,10.871128972371425,7.4327382405599,1.277952451469338,992.1760791015624,0.0322461128234863,79.32712526835834
Delhi,2024-01-21,349.0,191.95,376.92,289.67,397.86,3.66,331.55,0.0505108064116875,0.0001010868238101,0.0001610409899384,10.73368924458822,7.094119644165062,2.726163704650173,991.3485172526042,0.0,78.22310664508979
Delhi,2024-01-22,333.0,183.15,359.64,276.39,379.62,3.5,316.35,,0.0003014380744584,0.0003497613361105,10.68907254536947,6.489884312947595,0.4281635369897166,992.4924560546876,0.0017236881717508,75.2687337216897
Delhi,2024-01-23,368.0,202.4,397.44,305.44,419.52,3.86,349.6,0.0500193566981152,0.0001519848193187,0.0005913970274253,12.600810623168968,8.622391637166345,0.7588026314409343,990.974755859375,0.0039577484081121,76.72887878637047
Delhi,2024-01-24,409.0,224.95,441.72,339.47,466.26,4.29,388.55,0.0622459718730335,0.0004029662129717,0.0003220281691772,12.900905227661156,8.974753952026447,1.6044085104288677,991.7658919270832,0.0,77.04809496835347
Delhi,2024-01-25,332.0,182.6,358.56,275.56,378.48,3.49,315.4,,0.0001517541700177,0.0005200394293135,12.510964965820335,8.238989130655966,0.8850115488162748,993.5255143229168,0.0008523463748133,75.2035420697814
Delhi,2024-01-26,408.0,224.4,440.64,338.64,465.12,4.28,387.6,0.0709816145971559,0.0002119830826979,0.0004902615271514,13.21149279276534,8.443748728434286,1.2228265569608194,994.2876123046876,0.0,72.83922983969758
Delhi,2024-01-27,356.0,195.8,384.48,295.48,405.84,3.74,338.2,0.0412217498629709,0.0002763621402686,0.0001337309102797,14.137451426188193,6.9118000030517805,2.657990162921288,992.1066764322916,0.0,61.785698075369325
Delhi,2024-01-29,356.0,195.8,384.48,295.48,405.84,3.74,338.2,0.0654066255392629,0.0005179798947322,0.000222220701151,15.51069285074874,11.472784296671648,0.7205222104701838,990.67341796875,0.0021427869683066,76.88571836483193
Delhi,2024-01-30,357.0,196.35,385.56,296.31,406.98,3.75,339.15,,0.0005004367177449,0.0005896272321139,15.192879613240564,11.835023498535236,0.8188896403591228,989.9873209635416,0.0008583068833445,80.36916510618119
Delhi,2024-02-01,176.0,96.8,190.08,146.08,200.64,1.85,167.2,0.0433898198305542,,,15.736746724446618,13.145375188191736,2.991479813253892,989.7375797526042,1.2369188532943,84.58280930582818
Delhi,2024-02-02,215.0,118.25,232.2,178.45,245.1,2.26,204.25,0.0349886346138662,-3.22220426376564e-05,0.0001163518838558,13.53079757690432,9.11005236307784,2.71228765123916,992.0932942708332,0.0262141226698986,74.62392623869137
Delhi,2024-02-03,199.0,109.45,214.92,165.17,226.86,2.09,189.05,0.0355451214841897,0.0006776875246737,,15.568250910441122,7.509833272298181,1.3902677669769523,990.4717643229168,1.1508180075452,58.69909056253784
Delhi,2024-02-05,177.0,97.35,191.16,146.91,201.78,1.86,168.15,0.0367480523691597,0.0001450769911914,0.0001327447957133,14.556532160441122,10.606978352864587,2.245873486027718,991.1605582682292,0.2349913120269775,77.18757452957585
Delhi,2024-02-06,140.0,77.0,151.2,116.2,159.6,1.47,133.0,0.0417630131807197,0.0001827238816709,,12.69691874186202,6.060865020751976,2.868657546281114,993.0283056640624,0.0008553266184208,64.00435524433414
Delhi,2024-02-07,174.0,95.7,187.92,144.42,198.36,1.83,165.3,0.0418051020868524,3.900694865399801e-05,9.293548214554154e-05,13.271342849731468,5.291980361938499,3.765347338213151,993.3259619140624,0.0012993227755941,58.449889565557065
Delhi,2024-02-08,161.0,88.55,173.88,133.63,183.54,1.69,152.95,,0.0001114102724483,6.018542172467607e-05,13.716756439209007,4.791928863525413,4.569184046475354,990.9687858072916,-3.347793153807288e-06,54.83745413291619
Delhi,2024-02-09,146.0,80.3,157.68,121.18,166.44,1.53,138.7,,0.0001315000962523,0.0001714186183621,13.717272694905605,7.530299123128259,1.331471392978073,992.8350358072915,0.001293420684334,66.23647498442894
Delhi,2024-02-10,295.0,162.25,318.6,244.85,336.3,3.1,280.25,0.0587247610009706,0.0005383206595056,0.0003271998563238,14.222605641682946,7.969198481241904,1.3958730283446346,994.3081966145832,0.0008583068797918,66.04606662416452
Delhi,2024-02-11,313.0,172.15,338.04,259.79,356.82,3.29,297.35,0.0481087785314118,0.0001025691004544,0.0002316480708713,14.74563115437826,9.42338651021322,1.7957905368658966,993.7382503255208,0.0,70.44741757765418
Delhi,2024-02-13,341.0,187.55,368.28,283.03,388.74,3.58,323.95,,0.0003593557120333,0.0005636269925162,16.14898198445644,9.93459027608236,1.1385919345392417,991.9161474609376,-9.610971574147698e-06,66.63188655553604
Delhi,2024-02-14,340.0,187.0,367.2,282.2,387.6,3.57,323.0,0.0484459431891539,0.0002181424993167,0.0001492497044792,16.50183703104659,11.109843826293968,2.36718414132056,991.7152278645832,0.0017169718375953,70.45796300225135
Delhi,2024-02-15,278.0,152.9,300.24,230.74,316.92,2.92,264.1,0.0488717960117915,6.558548318765952e-05,0.0001598478027216,16.329183197021507,10.232684071858728,2.27520993468204,992.6832486979168,0.0008523463179699,67.19711632804308
Delhi,2024-02-16,268.0,147.4,289.44,222.44,305.52,2.81,254.6,0.0428165714184186,0.0004743836344554,,16.102584457397484,8.066691335042321,2.1696617170724783,992.3844759114584,0.0,58.92022724762604
Delhi,2024-02-17,245.0,134.75,264.6,203.35,279.3,2.57,232.75,0.0422794257515063,0.0001450701375685,0.0001425302723585,17.029022471110068,7.853055572509788,2.1919596841287965,987.6470947265624,0.001710653293685,54.74987321152915
Delhi,2024-02-18,270.0,148.5,291.6,224.1,307.8,2.84,256.5,,0.0002479903432976,0.000154044707029,19.205014165242517,10.401184336344445,2.420673829240945,985.6549625651044,0.0,56.69941913958039
Delhi,2024-02-19,231.0,127.05,249.48,191.73,263.34,2.43,219.45,,0.0001754709519121,7.42939656902201e-05,20.12146911621096,12.781809743245446,4.490900041720285,983.6458626302084,0.452393942055096,62.687602047870655
Delhi,2024-02-20,226.0,124.3,244.08,187.58,257.64,2.37,214.7,0.0428202945797944,0.0002429494441478,,19.66109110514327,11.635864512125693,0.872779195091956,983.9854166666668,0.0144902878673747,59.82035735069066
Delhi,2024-02-21,243.0,133.65,262.44,201.69,277.02,2.55,230.85,,0.0002602903227062,,17.855043665568076,8.71364555358889,1.8963970656971365,984.0747526041667,0.0073732940677473,55.091172342661984
Delhi,2024-02-22,150.0,82.5,162.0,124.5,171.0,1.58,142.5,,0.0003049236825699,0.0001260874655471,16.414725875854515,5.602161026000999,2.4915986858184715,987.2789615885416,0.0402510165145031,48.77470494691126
Delhi,2024-02-23,143.0,78.65,154.44,118.69,163.02,1.5,135.85,0.0399712112767527,0.0001854132668439,0.0001013862497191,15.622829691569052,3.6015099843343137,2.0688219242155137,989.0587141927084,0.001281499748984,44.61239196575121
Delhi,2024-02-24,193.0,106.15,208.44,160.19,220.02,2.03,183.35,0.0483775625363226,0.0002894710129457,0.0002933148064128,16.144989903767907,4.107177352905296,0.6823260058035926,989.8989778645832,0.3266134989985403,44.70936640676186
Delhi,2024-02-27,159.0,87.45,171.72,131.97,181.26,1.67,151.05,,0.0002065419115588,0.000106041810534,17.17888984680178,6.6460224151611555,2.630960737321199,990.9817301432292,0.3316030250744006,49.936540908514075
Delhi,2024-02-28,141.0,77.55,152.28,117.03,160.74,1.48,133.95,0.0333380696263412,0.0002482365738111,9.301692850064074e-05,17.664340591430687,7.709252293904626,3.4462817761093123,988.737978515625,0.0,52.08333778514808
Delhi,2024-02-29,147.0,80.85,158.76,122.01,167.58,1.54,139.65,0.0386243965580545,0.0003157587813966,0.0001062352851613,19.040721511840843,8.673780059814476,2.27966665910859,988.0795572916668,0.0,51.00963771392847
Delhi,2024-03-01,208.0,114.4,224.64,172.64,237.12,2.18,197.6,,0.0003508279912826,,20.8846151987712,11.454246775309286,2.1666632930006244,986.7467301432292,0.9297043083051904,54.80330208713948
Delhi,2024-03-03,126.0,69.3,136.08,104.58,143.64,1.32,119.7,,0.00033170157078,0.0002126507021865,16.876568730672204,10.401716486612996,1.74279116852935,985.6361979166668,2.3713015418706997,65.63630056621159
Delhi,2024-03-04,141.0,77.55,152.28,117.03,160.74,1.48,133.95,0.0419845659355442,0.0003606977796574,0.0001591044985538,14.99831670125326,5.561612065633142,2.5286434786427363,990.2117805989584,0.0048398969738627,53.25156555882368
Delhi,2024-03-05,125.0,68.75,135.0,103.75,142.5,1.31,118.75,0.0401515808751985,1.9308359381558216e-05,9.973331637600828e-05,14.900521214803064,5.398664728800497,3.0550222069965782,990.0114794921876,0.0094413757096845,52.98557816113143
Delhi,2024-03-06,138.0,75.9,149.04,114.54,157.32,1.45,131.1,,0.0002015457430388,0.000113377427624,15.452183024088583,6.7318219502766965,2.2162337499175684,988.3173567708332,0.0513225793561389,56.07036403787232
Delhi,2024-03-07,181.0,99.55,195.48,150.23,206.34,1.9,171.95,0.0361492606458763,-0.0002766941284181,7.318533155511649e-05,17.088784790039085,8.220927810668968,2.3575462634128503,988.4044807942709,0.0008523463179699,55.923693071473075
Delhi,2024-03-08,157.0,86.35,169.56,130.31,178.98,1.65,149.15,0.0362064587490014,6.197899261726302e-05,9.996382039912964e-05,17.706096903483115,8.245687103271507,2.7990562256650056,989.1589501953124,0.0004351138045421,53.87584362988727
Delhi,2024-03-09,145.0,79.75,156.6,120.35,165.3,1.52,137.75,0.0390420963290761,0.0001577120829467,7.973947255451401e-05,18.19745089213052,7.729859288533532,3.04065509757175,988.6389078776042,0.0008523463748133,50.436664061452895
Delhi,2024-03-10,182.0,100.1,196.56,151.06,207.48,1.91,172.9,,0.0001531168772529,0.0001188472472997,20.012761688232445,9.27626508076986,0.9008599749875232,988.9310026041668,0.2147406339645385,50.011498867051934
Delhi,2024-03-11,201.0,110.55,217.08,166.83,229.14,2.11,190.95,0.0536888544200909,0.0003650186117749,0.0001390002301496,21.53253072102865,11.044946289062525,1.0672836431310089,989.1203841145832,0.0004351138045421,51.25893148216643
Delhi,2024-03-12,190.0,104.5,205.2,157.7,216.6,2.0,180.5,,0.0001404018640649,0.0001030970995862,20.75835507710775,11.759577687581384,2.1262658044884524,987.2720751953124,0.0004475464834285,56.35598430280895
Delhi,2024-03-13,165.0,90.75,178.2,136.95,188.1,1.73,156.75,0.0443367152808468,0.0003204833580678,0.0001270303546305,20.68768717447921,10.655121103922568,0.96005462702348,985.7078157552083,0.0489503145217895,52.60708158041987
Delhi,2024-03-14,195.0,107.25,210.6,161.85,222.3,2.05,185.25,,0.0001220190743635,9.815995907421476e-05,21.041018422444665,9.937651570638025,2.247243862633145,987.898779296875,0.0008672474791637,49.069227010776416
Delhi,2024-03-15,128.0,70.4,138.24,106.24,145.92,1.34,121.6,0.0323866304355935,0.0001525327234214,7.982100175163879e-05,19.53995285034182,5.967082595825218,3.082397912397822,987.6067887369792,0.0021212042042861,41.09794780128024
Delhi,2024-03-16,168.0,92.4,181.44,139.44,191.52,1.76,159.6,0.0431285537779345,0.0005505063333962,0.0001682262448568,19.78515777587893,7.570042546590116,1.918250851477206,988.7956770833332,0.0008983718657873,45.185242130565925
Delhi,2024-03-17,193.0,106.15,208.44,160.19,220.02,2.03,183.35,,0.0002553733605217,0.0001372860944651,20.40478858947756,8.308888371785486,2.027181972916017,988.1888557942708,0.0008583068797918,45.7266246626092
Delhi,2024-03-18,199.0,109.45,214.92,165.17,226.86,2.09,189.05,0.0406693948084211,0.0002218568723421,0.0001145204877798,20.934646860758505,8.840450541178427,1.923356321336472,986.6086979166668,0.0012822712278648,45.87907663745045
Delhi,2024-03-19,222.0,122.1,239.76,184.26,253.08,2.33,210.9,,0.0001741630072587,0.0001567718092873,21.48604100545248,9.348880386352562,2.033700772465002,986.4718082682292,0.0034274999052286,45.89898519250591
Delhi,2024-03-20,230.0,126.5,248.4,190.9,262.2,2.42,218.5,0.052770420974322,0.0003266468335044,8.883280870086142e-05,22.86339594523116,9.67659975687667,1.1100573852478648,986.5901220703124,0.0,43.14522955689957
Delhi,2024-03-21,171.0,94.05,184.68,141.93,194.94,1.8,162.45,,0.0002667526066778,0.0001118785546499,22.253038024902366,13.883210754394554,3.0655645097730577,986.0392985026042,0.0008523463748133,59.09580639527236
Delhi,2024-03-22,166.0,91.3,179.28,137.78,189.24,1.74,157.7,,0.0002282097828293,0.0001324832241331,24.019254938761435,13.95089174906417,1.0511154129396871,982.5973323567708,0.0021338462374842,53.344137687166615
Delhi,2024-03-25,197.0,108.35,212.76,163.51,224.58,2.07,187.15,0.0372074078182943,9.051164392264742e-05,,25.06382077534994,12.45165850321456,2.9243743485919067,985.330419921875,0.0017241018213098,45.44311642445284
Delhi,2024-03-26,134.0,73.7,144.72,111.22,152.76,1.41,127.3,,0.0003991898539002,6.23992571980166e-05,26.38245290120443,13.155827458699548,1.7112075405602936,985.0653499348958,0.0,44.00688441978841
Delhi,2024-03-27,178.0,97.9,192.24,147.74,202.92,1.87,169.1,0.0466016292892725,0.0001280307882945,0.0001177391020246,27.919152832031273,14.4770224253337,2.09670303180367,986.078818359375,0.0008523463179699,43.814235968915455
Delhi,2024-03-28,160.0,88.0,172.8,132.8,182.4,1.68,152.0,,0.0005937177797713,0.0001837638782171,28.09655278523763,14.208046849568689,2.0461325594667548,983.0653173828124,0.0,42.61570196690806
Delhi,2024-03-29,176.0,96.8,190.08,146.08,200.64,1.85,167.2,,0.0005255267927822,0.0002020819028513,28.501623407999716,16.484751001993857,1.1833128351099873,982.5677799479168,0.002145767211914,48.16981381806473
Delhi,2024-03-30,190.0,104.5,205.2,157.7,216.6,2.0,180.5,0.0479764670535714,0.0003387065269607,0.0001522916554486,26.66351470947268,15.730904515584314,1.320815863979927,983.6604654947917,1.0753333567663,51.11922474582385
Delhi,2024-03-31,243.0,133.65,262.44,201.69,277.02,2.55,230.85,,0.000396916085916,9.703074356131926e-05,26.603955841064476,11.98671684265139,3.171614173487295,984.1326416015625,0.0008550650818506,40.230959241948824
Delhi,2024-04-01,133.0,73.15,143.64,110.39,151.62,1.4,126.35,,6.694524728351405e-05,6.07041564504396e-05,24.311825052897177,8.13890101114913,3.444370431268675,982.1308984375,0.0008523463179699,35.642114705437
Delhi,2024-04-02,144.0,79.2,155.52,119.52,164.16,1.51,136.8,0.0386618067676411,0.0002649981500467,7.64698568281001e-05,25.02431958516445,7.55488230387374,2.6092289566658513,981.5087288411456,0.0012889495337731,32.825228460781425
Delhi,2024-04-03,167.0,91.85,180.36,138.61,190.38,1.75,158.65,0.0469929251153055,0.0003276950034471,0.0002882276389994,27.122066752115927,8.461869176228845,1.473978193805817,982.0424462890624,0.0,30.838483304009287
Delhi,2024-04-04,173.0,95.15,186.84,143.59,197.22,1.82,164.35,,0.0005321184367339,0.0001366447505766,27.953316624959314,8.78741353352865,2.0015339666962895,982.0206803385416,0.0185901488976014,30.028453230244672
Delhi,2024-04-05,174.0,95.7,187.92,144.42,198.36,1.83,165.3,,0.0001539574720339,6.634828541793254e-05,27.302217102050804,6.748767471313499,3.1217468928468115,981.6973421223958,0.0029683112643397,27.15031482246054
Delhi,2024-04-06,168.0,92.4,181.44,139.44,191.52,1.76,159.6,,0.0002164423187083,8.485268628976276e-05,26.44795443216964,5.261972681681357,3.007481129890606,981.70876953125,0.0008523463179699,25.76281213602552
Delhi,2024-04-07,179.0,98.45,193.32,148.57,204.06,1.88,170.05,,0.000175088280077,8.886355503967856e-05,26.27489306132003,4.76826121012374,2.643117621424606,981.8524560546877,0.0012874602930423,25.147939521802517
Delhi,2024-04-08,191.0,105.05,206.28,158.53,217.74,2.01,181.45,0.0400824377509517,0.0003990591686131,0.0001054438573841,27.23572438557943,4.520607884724939,1.8479563769422216,983.2056998697916,0.0008702277796146,23.358001792974044
Delhi,2024-04-09,203.0,111.65,219.24,168.49,231.42,2.13,192.85,0.0510962724250734,0.000440915225945,0.0002221522703696,27.42962544759115,4.5103412628174055,1.0531772447758572,983.5202425130208,0.001713180211027,23.077539457386695
Delhi,2024-04-10,222.0,122.1,239.76,184.26,253.08,2.33,210.9,,0.0003273913059113,0.0001487991149478,28.475274658203148,5.058614349365257,0.7777346799908751,983.414892578125,0.0765922607683933,22.558380479227093
Delhi,2024-04-11,240.0,132.0,259.2,199.2,273.6,2.52,228.0,0.0468151479283761,0.0002309395082248,0.0001257155425568,28.60542449951174,6.655622100830101,1.8066314915292017,984.3629150390624,0.0051259994506835,25.0024963791796
Delhi,2024-04-12,232.0,127.6,250.56,192.56,264.48,2.44,220.4,0.0537163578284968,0.0004629725878956,0.0001665455709633,29.73263003031417,6.561453755696618,1.6741026726805324,983.2743619791668,0.0,23.274063511949137
Delhi,2024-04-13,198.0,108.9,213.84,164.34,225.72,2.08,188.1,0.0555957744013318,0.000346022353227,0.0001422518323827,29.8438767751058,9.90683263142904,0.4765141904202993,983.2374560546876,0.0017225742112714,29.017858330019266
Delhi,2024-04-16,228.0,125.4,246.24,189.24,259.92,2.39,216.6,,0.000278737020694,0.0001060927548867,28.947822825113978,12.820500946044945,3.9082837990419046,983.115927734375,0.0004291534878575,37.05761358547656
Delhi,2024-04-17,147.0,80.85,158.76,122.01,167.58,1.54,139.65,0.0390708935591942,0.0002490936894901,9.696089546196476e-05,28.639583206176837,7.45823694864913,4.337912509345995,982.0777994791669,0.000418849538164,26.362948564719236
Delhi,2024-04-18,164.0,90.2,177.12,136.12,186.96,1.72,155.8,0.0399876962358205,0.0001768428679775,8.665394540664765e-05,30.383478418986044,10.532102203369163,2.982468747444204,980.7473811848956,0.4910528659820556,29.332346221458945
Delhi,2024-04-19,186.0,102.3,200.88,154.38,212.04,1.95,176.7,0.0320792099514003,6.0768206594489656e-05,8.67934293769809e-05,30.552922821044945,10.549969609578454,2.5263877762829927,978.0408089192708,0.4673480986525647,29.083715006354986
Delhi,2024-04-20,219.0,120.45,236.52,181.77,249.66,2.3,208.05,0.035096082035672,0.0001297760335211,0.0001101400183346,29.689338302612327,9.9941287994385,3.32088483733586,978.2915576171876,0.0,29.448666470129208
Delhi,2024-04-21,139.0,76.45,150.12,115.37,158.46,1.46,132.05,,0.0005190164050065,,29.83531977335616,9.013455963134843,3.2021541259845185,979.5455680338542,0.0,27.340809369436
Delhi,2024-04-22,129.0,70.95,139.32,107.07,147.06,1.35,122.55,,0.0002229077235681,9.89169050539255e-05,29.69425544738772,6.563630040486657,2.4776672948415963,980.1632194010416,0.0017166137240565,23.3290368245523
Delhi,2024-04-23,190.0,104.5,205.2,157.7,216.6,2.0,180.5,0.0424381297235521,0.0002394258404898,0.0001132407802209,28.789935048421228,8.71744054158529,1.4803210459401963,979.5748714192708,0.3007256682963088,28.467643975816017
Delhi,2024-04-24,178.0,97.9,192.24,147.74,202.92,1.87,169.1,0.0475784768448133,0.0002378399282317,0.0001303774160897,29.127086257934593,8.920977528890035,2.6912057687591555,979.8625439453124,0.0008498968391279,28.30368401017273
Delhi,2024-04-25,200.0,110.0,216.0,166.0,228.0,2.1,190.0,0.0390216674127782,0.0002771370575404,0.0001274376616935,30.548689778645837,6.461675262451195,2.7518243938878393,979.6291438802084,0.0008523463179699,22.057110816521263
Delhi,2024-04-26,197.0,108.35,212.76,163.51,224.58,2.07,187.15,0.0447744728915933,0.0003169273864324,0.0001709669008887,32.09595387776693,7.922776794433616,2.5348292264814183,978.53759765625,5.684341886080803e-11,22.321285802281157
Delhi,2024-04-27,165.0,90.75,178.2,136.95,188.1,1.73,156.75,0.0412019859791393,0.0001812430603441,8.553464179571012e-05,30.95070355733236,8.493460591634118,2.303168914311387,979.6845703125,0.0024103426881083,24.762805840942217
Delhi,2024-04-28,176.0,96.8,190.08,146.08,200.64,1.85,167.2,0.0428322579724402,0.0003771977208089,9.88709044037306e-05,30.710174814860068,8.012254333496116,1.896008267503159,980.4071533203124,0.002568071636233,24.299053254624766
Delhi,2024-04-29,225.0,123.75,243.0,186.75,256.5,2.36,213.75,,0.0004080116319506,0.0001605197188611,30.615029907226585,9.157778040568076,1.6132415934648785,980.122216796875,0.0008685784855799,26.40038328200562
Delhi,2024-04-30,189.0,103.95,204.12,156.87,215.46,1.98,179.55,0.0403869532786019,0.0001749035689545,0.0001469334551909,29.18684031168624,3.75781084696456,3.4187473279385383,977.8825130208332,0.0008542979621495,19.764083131763
Delhi,2024-05-01,200.0,110.0,216.0,166.0,228.0,2.1,190.0,0.0373766628448853,0.000224057014703,0.0001051751145713,26.695533370971702,2.768086369832361,4.229664895546904,977.52064453125,0.0008523463179699,21.312944409394824
Delhi,2024-05-02,197.0,108.35,212.76,163.51,224.58,2.07,187.15,,0.0002826905297414,0.0001058734062341,28.166869735717796,4.222690200805687,3.3354143441041777,978.4075667317708,0.0008523463179699,21.664542338145505
Delhi,2024-05-03,264.0,145.2,285.12,219.12,300.96,2.77,250.8,,0.0003826457963024,9.52324437134154e-05,31.14884211222335,4.665263748168968,3.081132394274174,979.0662044270832,0.0,18.81876664650398
Delhi,2024-05-04,282.0,155.1,304.56,234.06,321.48,2.96,267.9,0.0594746737156997,0.0005357539636361,0.0001285031261729,32.41769498189291,5.528415934244833,2.337796309511397,977.9927799479168,0.0012814998058274,18.59589598787302
Delhi,2024-05-05,292.0,160.6,315.36,242.36,332.88,3.07,277.4,0.0481290724761496,0.0004850927832127,0.0001446850757808,32.99569155375167,7.69089024861654,3.5546986062334875,975.2506656901044,0.000870227836458,20.88451575231028
Delhi,2024-05-06,248.0,136.4,267.84,205.84,282.72,2.6,235.6,0.0472073250487268,0.0004437851124125,0.0001387318632691,33.21707496643069,8.93423678080245,2.806046136803961,977.5754833984377,0.0,22.440641818374
Delhi,2024-05-07,303.0,166.65,327.24,251.49,345.42,3.18,287.85,,0.0006775149899762,0.0002001053392218,32.95026613871261,11.76558074951174,1.3792927612798715,979.4286637369792,0.0008702277796146,27.51591878894861
Delhi,2024-05-08,225.0,123.75,243.0,186.75,256.5,2.36,213.75,,0.0003246671287591,0.0001182547523946,32.000288899739644,17.403119023640954,3.7878174308031967,979.5171875,0.0008583068797918,41.77367984370556
Delhi,2024-05-09,179.0,98.45,193.32,148.57,204.06,1.88,170.05,0.0496618486940876,0.0001758377890868,0.0001014131617457,31.663582738240564,17.0550310770671,3.405998911293634,979.312119140625,0.000870227761851,41.651797639744025
Delhi,2024-05-10,180.0,99.0,194.4,149.4,205.2,1.89,171.0,0.0595381800709755,0.0004686420988054,0.0001188783179219,32.27589886983236,18.177486673990927,2.4043998010132617,980.3368212890624,0.0019788741951742,43.182386224968994
Delhi,2024-05-11,242.0,133.1,261.36,200.86,275.88,2.54,229.9,0.0569653345906855,0.0004531375010348,0.0001801023229493,31.84840545654299,17.470473225911462,0.3718399106179417,981.8508707682292,0.1333951950073242,42.31425970004556
Delhi,2024-05-12,184.0,101.2,198.72,152.72,209.76,1.93,174.8,0.0492440348948612,0.0003563076625098,0.0001178709163768,31.410602188110374,15.92729784647628,0.6200786700235061,982.0975227864584,0.4085302352905273,39.33044053609224
Delhi,2024-05-13,228.0,125.4,246.24,189.24,259.92,2.39,216.6,,0.0005431133298293,0.0001424929376582,32.09435043334963,10.564908599853538,1.222187315210965,981.8950162760416,0.0021475892708622,26.667807415475675
Delhi,2024-05-14,235.0,129.25,253.8,195.05,267.9,2.47,223.25,0.0709282222884114,0.0005296757964563,0.0001632030629569,32.37639452616378,8.00916188557943,2.4230546592930433,981.920107421875,5.835545380250551e-07,22.099633147689048
