system:index,date,dewpoint_temperature_2m,name,surface_pressure,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,.geo
20240312_2,2024-03-12,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240312_3,2024-03-12,285.48827234903973,Bangalore,91360.45751953125,299.9506727854411,4.475464834285958E-7,-1.4215939839680989,1.7592118978500366,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240312_4,2024-03-12,288.69986089070636,Hyderabad,95235.74918619792,302.3604221343994,4.475464834285958E-7,1.0469932556152344,1.4327551921208699,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240313_0,2024-03-13,283.80512110392254,Delhi,98570.78157552083,293.8376871744792,4.895031452178955E-5,-0.29593050479888916,-0.9133071899414062,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240313_1,2024-03-13,292.63918685913086,Mumbai,101224.03157552083,299.0905354817708,0.0,1.7672408819198608,-2.4317804972330728,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240313_2,2024-03-13,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240313_3,2024-03-13,285.72284571329754,Bangalore,91268.36490885417,300.6382242838542,0.0,0.02438199520111084,1.4345932006835938,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240313_4,2024-03-13,288.87079493204754,Hyderabad,95102.5732421875,303.4196370442708,5.9604644775390625E-6,0.7916956345240275,1.6037012736002605,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240314_0,2024-03-14,283.087651570638,Delhi,98789.8779296875,294.19101842244464,8.672474791637796E-7,0.9659393628438314,-2.0290554761886597,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240314_1,2024-03-14,292.5025278727214,Mumbai,101207.83626302083,298.560240427653,3.2663344313732523E-6,1.7181366284688313,-2.660850723584493,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240314_2,2024-03-14,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240314_3,2024-03-14,288.3377329508464,Bangalore,91213.0029296875,300.194273630778,9.464025487204708E-5,0.2488576571146647,1.004676620165507,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240314_4,2024-03-14,290.1094614664714,Hyderabad,95110.16959635417,302.2749214172363,8.821486403576273E-7,-1.1131621996561687,0.34124481678009033,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240315_0,2024-03-15,279.1170825958252,Delhi,98760.67887369792,292.6899528503418,2.1212042042861867E-6,2.512590209643046,-1.7855159838994343,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240315_1,2024-03-15,291.7484302520752,Mumbai,101146.05387369792,297.4602979024251,2.1212042042861867E-6,1.4009975989659627,-1.3541805346806843,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240315_2,2024-03-15,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240315_3,2024-03-15,288.1155363718669,Bangalore,91164.34554036458,300.6316846211751,2.3596227833877492E-6,-0.006228963534037272,1.4388289054234822,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240315_4,2024-03-15,288.0110441843669,Hyderabad,95066.63720703125,302.4418245951335,2.092646963092193E-5,-1.2121005455652873,1.6928572257359822,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240316_0,2024-03-16,280.72004254659015,Delhi,98879.56770833333,292.9351577758789,8.983718657873396E-7,1.1113237539927165,-1.5635363260904949,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240316_1,2024-03-16,291.51219749450684,Mumbai,101120.77604166667,298.0911636352539,8.983718657873396E-7,1.6186683177947998,-1.5814806620279949,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240316_2,2024-03-16,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240316_3,2024-03-16,288.17170270284015,Bangalore,91199.40104166667,300.3714370727539,8.685695433996443E-7,-1.0542035897572835,1.7084770202636719,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240316_4,2024-03-16,292.63451194763184,Hyderabad,95136.734375,300.5914891560872,7.57907162835636E-4,-2.26786732673645,1.4813855489095051,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240317_0,2024-03-17,281.45888837178546,Delhi,98818.88557942708,293.55478858947754,8.583068797918258E-7,1.3526166280110676,-1.5099321206410725,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240317_1,2024-03-17,292.56997235616046,Mumbai,101124.38557942708,298.75791358947754,2.884864802155107E-6,1.6302045186360676,-1.209964672724406,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240317_2,2024-03-17,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240317_3,2024-03-17,287.24217287699383,Bangalore,91204.38557942708,299.77329444885254,1.6564130778107256E-5,-1.9232622782389324,2.0960656007130942,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240317_4,2024-03-17,291.40867678324383,Hyderabad,95166.51057942708,300.8855177561442,1.3112425803640804E-4,-2.4964637756347656,2.4571495850880942,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240318_0,2024-03-18,281.9904505411784,Delhi,98660.86979166667,294.0846468607585,1.2822712278648396E-6,1.5165176391601562,-1.1829935709635417,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240318_1,2024-03-18,294.28382619222003,Mumbai,101121.28645833333,298.6793734232585,1.3054188571004488E-5,1.333941141764323,-0.316131591796875,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240318_2,2024-03-18,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240318_3,2024-03-18,285.1243209838867,Bangalore,91173.99479166667,300.1936149597168,1.2822712278648396E-6,-1.1030298868815105,1.4250386555989583,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240318_4,2024-03-18,289.1233444213867,Hyderabad,95114.66145833333,301.3366813659668,2.4706896624593355E-5,-0.9388453165690104,1.5326639811197917,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240319_0,2024-03-19,282.49888038635254,Delhi,98647.18082682292,294.63604100545246,3.427499905228615E-6,0.9081630706787109,-1.819664438565572,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240319_1,2024-03-19,292.0857130686442,Mumbai,101075.09749348958,299.6380755106608,2.5287503376603127E-5,1.000387191772461,-2.0291370948155723,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240319_2,2024-03-19,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240319_3,2024-03-19,283.8423048655192,Bangalore,91122.88916015625,299.92778905232746,3.427499905228615E-6,-1.5443922678629558,1.7305268049240112,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240319_4,2024-03-19,288.21185239156085,Hyderabad,95070.47249348958,300.95855077107746,5.933495704084635E-4,-0.28084246317545575,1.7146576642990112,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240320_0,2024-03-20,282.82659975687665,Delhi,98659.01220703125,296.01339594523114,0.0,0.25680673122406006,-1.0799433787663777,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240320_1,2024-03-20,287.1995652516683,Mumbai,100953.59554036458,301.84876378377277,0.0,0.6521314382553101,-2.930163105328878,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240320_2,2024-03-20,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240320_3,2024-03-20,286.95330874125165,Bangalore,91107.38720703125,299.75118891398114,1.0728836059570312E-6,-1.60378897190094,1.4789758920669556,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240320_4,2024-03-20,290.77297019958496,Hyderabad,95218.47054036458,298.66337966918945,1.4767050743103027E-4,-2.7486660877863565,0.19996384779612222,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240321_0,2024-03-21,287.03321075439453,Delhi,98603.92985026042,295.40303802490234,8.523463748133508E-7,-2.836814045906067,1.1619689464569092,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240321_1,2024-03-21,289.50855255126953,Mumbai,100849.80485026042,301.35014088948566,8.523463748133508E-7,0.5734235843022665,-0.10304570198059082,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240321_2,2024-03-21,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240321_3,2024-03-21,287.82650502522785,Bangalore,91133.84651692708,298.75468190511066,3.3259391329920618E-6,-2.8944719235102334,0.7700418631235758,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240321_4,2024-03-21,286.3185297648112,Hyderabad,95117.30485026042,299.70642344156903,1.6868114016688196E-6,-1.823203206062317,1.9966450532277424,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240322_0,2024-03-22,287.10089174906415,Delhi,98259.73323567708,297.1692549387614,2.1338462374842493E-6,-1.0367450714111328,-0.1732145150502523,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240322_1,2024-03-22,295.5966599782308,Mumbai,100812.77490234375,299.9710127512614,2.1338462374842493E-6,1.3448467254638672,0.7960644563039144,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240322_2,2024-03-22,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240322_3,2024-03-22,287.57021141052246,Bangalore,90985.14990234375,299.3145999908447,2.1338462374842493E-6,-2.074464797973633,0.6201611359914144,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240322_4,2024-03-22,286.79872703552246,Hyderabad,94911.98323567708,301.31883176167804,2.1338462374842493E-6,-0.9571552276611328,1.4927807648976643,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240323_0,2024-03-23,285.1659526824951,Delhi,98198.25699869792,298.25296783447266,8.52346317969932E-7,1.648813247680664,-2.1684455076853433,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240323_1,2024-03-23,294.11891492207843,Mumbai,100878.29866536458,300.17687733968097,2.7000903060070414E-6,1.6766045888264973,-1.29196031888326,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240323_2,2024-03-23,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240323_3,2024-03-23,284.9883810679118,Bangalore,91027.96533203125,299.96829986572266,8.52346317969932E-7,-2.3034979502360025,1.0953280925750732,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240323_4,2024-03-23,286.2106304168701,Hyderabad,94933.54866536458,302.52673085530597,8.52346317969932E-7,-0.8842678070068359,1.4886589845021565,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240324_0,2024-03-24,284.5989583333333,Delhi,98503.44742838542,296.8768393198649,4.93526448508419E-6,0.531151294708252,-1.9173261324564617,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240324_1,2024-03-24,294.4805501302083,Mumbai,100995.44742838542,300.76022148132324,8.52346317969932E-7,1.9485910733540852,-2.137988567352295,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240324_2,2024-03-24,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240324_3,2024-03-24,283.0814615885417,Bangalore,91181.53076171875,299.93819999694824,8.52346317969932E-7,-2.2939422925313315,1.627758502960205,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240324_4,2024-03-24,286.79296875,Hyderabad,95104.61409505208,302.7305990854899,8.52346317969932E-7,-1.417518138885498,2.6159583727518716,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240325_0,2024-03-25,285.60165850321454,Delhi,98533.0419921875,298.2138207753499,1.7241018213098869E-6,2.1973679860432944,-1.929647445678711,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240325_1,2024-03-25,294.93914222717285,Mumbai,100995.50032552083,300.9627628326416,1.7241018213098869E-6,1.8560593922932942,-2.3315842946370444,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240325_2,2024-03-25,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240325_3,2024-03-25,283.80730628967285,Bangalore,91190.5419921875,300.3485050201416,1.7241018213098869E-6,-2.5437615712483725,1.112833023071289,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240325_4,2024-03-25,286.18710772196454,Hyderabad,95122.83365885417,302.5772647857666,1.7241018213098869E-6,-0.9449253082275391,2.2938226064046225,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240326_0,2024-03-26,286.3058274586995,Delhi,98506.53499348958,299.5324529012044,0.0,1.233528772989909,-1.1860177119572957,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240326_1,2024-03-26,295.3891607920329,Mumbai,101009.32666015625,300.9144515991211,0.0,1.7177410125732422,-0.778750459353129,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240326_2,2024-03-26,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240326_3,2024-03-26,283.2814133961995,Bangalore,91237.07666015625,300.2059555053711,0.0,-2.8698240915934243,0.6938244104385376,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240326_4,2024-03-26,284.2801113128662,Hyderabad,95173.20166015625,303.2353337605794,0.0,-1.512931187947591,2.4185558557510376,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240327_0,2024-03-27,287.6270224253337,Delhi,98607.8818359375,301.06915283203125,8.52346317969932E-7,0.7457790374755859,-1.9595859845479329,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240327_1,2024-03-27,296.717924118042,Mumbai,101136.09016927083,300.56190999348956,8.52346317969932E-7,2.1186224619547525,-0.1833205223083496,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240327_2,2024-03-27,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240327_3,2024-03-27,283.559232711792,Bangalore,91338.46516927083,299.69553629557294,8.52346317969932E-7,-2.3732802073160806,1.2158087094624836,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240327_4,2024-03-27,285.365873336792,Hyderabad,95279.59016927083,302.88230387369794,8.52346317969932E-7,-1.5964247385660808,1.9768967628479004,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240328_0,2024-03-28,287.35804684956867,Delhi,98306.53173828125,301.2465527852376,0.0,1.1615517536799114,-1.6844749848047893,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240328_1,2024-03-28,296.79774411519367,Mumbai,100985.24007161458,300.8060417175293,0.0,1.8087685505549114,-0.5296084483464559,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240328_2,2024-03-28,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240328_3,2024-03-28,285.63718096415204,Bangalore,91171.90673828125,300.6647656758626,0.0,-1.9779339234034221,1.3077938954035442,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240328_4,2024-03-28,286.83054033915204,Hyderabad,95061.61507161458,303.9307975769043,0.0,-0.9876792033513387,1.9021949370702107,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240329_0,2024-03-29,289.63475100199383,Delhi,98256.77799479167,301.6516234079997,2.1457672119140625E-6,-1.096832513809204,-0.44405821959177655,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240329_1,2024-03-29,295.95677248636883,Mumbai,100943.44466145833,301.4972451527913,0.0,1.819915533065796,-0.25273334980010986,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240329_2,2024-03-29,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240329_3,2024-03-29,285.11570803324383,Bangalore,91151.486328125,301.0778115590413,0.0,-2.0109357039133706,1.7725758949915569,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240329_4,2024-03-29,287.19537925720215,Hyderabad,95001.94466145833,304.458833694458,0.0,-1.175628900527954,1.5364512205123901,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240330_0,2024-03-30,288.8809045155843,Delhi,98366.04654947917,299.81351470947266,0.0010753333567663503,-1.0708204905192058,-0.7732386589050293,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240330_1,2024-03-30,294.6623986562093,Mumbai,101082.17154947917,301.66491444905597,1.7046927496267017E-6,2.0886847178141275,-2.207361380259196,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240330_2,2024-03-30,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240330_3,2024-03-30,283.1882775624593,Bangalore,91239.67154947917,300.85420481363934,1.7046927496267017E-6,-2.014261245727539,1.065221627553304,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240330_4,2024-03-30,286.20251909891766,Hyderabad,95147.08821614583,304.27249908447266,1.7046927496267017E-6,-0.7201531728108724,2.3936314582824707,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240331_0,2024-03-31,285.13671684265137,Delhi,98413.26416015625,299.75395584106445,8.550650818506256E-7,2.2614129384358725,-2.223768870035807,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240331_1,2024-03-31,294.54557100931805,Mumbai,101075.05582682292,302.28927485148114,8.550650818506256E-7,2.1887811024983725,-3.466973622639974,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240331_2,2024-03-31,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240331_3,2024-03-31,284.55029106140137,Bangalore,91238.51416015625,300.10568110148114,8.550650818506256E-7,-1.287984848022461,1.5458030700683594,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240331_4,2024-03-31,285.12866020202637,Hyderabad,95156.84749348958,304.04781977335614,8.550650818506256E-7,-1.2078253428141277,1.7393252054850261,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240401_0,2024-04-01,281.2889010111491,Delhi,98213.08984375,297.46182505289715,8.52346317969932E-7,2.835716168085734,-1.9550962845484416,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240401_1,2024-04-01,294.1190605163574,Mumbai,100847.38151041667,301.45165252685547,8.52346317969932E-7,1.9932885964711506,-2.4726744095484414,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240401_2,2024-04-01,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240401_3,2024-04-01,287.15112431844074,Bangalore,91034.63151041667,300.93505096435547,8.52346317969932E-7,-0.879127581914266,1.2236756881078084,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240401_4,2024-04-01,286.3363456726074,Hyderabad,94884.79817708333,304.84862518310547,8.52346317969932E-7,0.4143091042836507,1.828818917274475,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240402_0,2024-04-02,280.7048823038737,Delhi,98150.87288411458,298.17431958516437,1.2889495337731205E-6,1.516993761062622,-2.1229238510131836,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240402_1,2024-04-02,295.0881830851237,Mumbai,100765.49788411458,300.38517570495605,1.2889495337731205E-6,1.6920832792917888,-0.575397809346517,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240402_2,2024-04-02,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240402_3,2024-04-02,285.9878412882487,Bangalore,90940.70621744792,301.82365226745605,1.2889495337731205E-6,-1.389561414718628,1.3742685317993164,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240402_4,2024-04-02,287.05970001220703,Hyderabad,94798.08121744792,304.95947583516437,1.2889495337731205E-6,-0.14519699414571127,1.5907805760701497,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240403_0,2024-04-03,281.6118691762288,Delhi,98204.24462890625,300.2720667521159,0.0,-0.76882004737854,-1.2575879494349163,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240403_1,2024-04-03,294.7639687856038,Mumbai,100862.95296223958,300.30079396565753,4.172325134277344E-7,1.71506667137146,-0.9224439064661661,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240403_2,2024-04-03,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240403_3,2024-04-03,286.1410032908122,Bangalore,90997.03629557292,301.6619593302409,0.0,-1.3132943312327068,1.5872403383255005,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240403_4,2024-04-03,287.9058958689372,Hyderabad,94858.36962890625,305.02711232503253,0.0,-0.6114307244618734,2.0109463930130005,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240404_0,2024-04-04,281.9374135335286,Delhi,98202.06803385417,301.1033166249593,1.8590148897601466E-5,0.8442699114481608,-1.8147579828898113,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240404_1,2024-04-04,294.9280548095703,Mumbai,100904.2763671875,301.0327599843343,1.7220344261659193E-6,1.8194692929585774,-2.461283047993978,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240404_2,2024-04-04,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240404_3,2024-04-04,284.396967569987,Bangalore,91040.4013671875,301.681604385376,1.7220344261659193E-6,-1.7067554791768391,1.6355187098185222,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240404_4,2024-04-04,288.243891398112,Hyderabad,94878.48470052083,305.42419878641766,1.7220344261659193E-6,-0.5700977643330892,2.1774702072143555,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240405_0,2024-04-05,279.8987674713135,Delhi,98169.73421223958,300.4522171020508,2.968311264339718E-6,2.178429921468099,-2.236011346181234,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240405_1,2024-04-05,293.9283084869385,Mumbai,100789.52587890625,302.4024937947591,4.351138613856165E-7,1.7186113993326824,-2.908272902170817,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240405_2,2024-04-05,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240405_3,2024-04-05,282.0934289296468,Bangalore,90970.85921223958,302.0899937947591,4.351138613856165E-7,-1.6477012634277344,1.2848830223083496,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240405_4,2024-04-05,285.90185991923016,Hyderabad,94802.48421223958,306.2151565551758,4.351138613856165E-7,0.4873695373535156,0.9359246889750162,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240406_0,2024-04-06,278.41197268168133,Delhi,98170.876953125,299.5979544321696,8.52346317969932E-7,2.128667195638021,-2.1245514154434204,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240406_1,2024-04-06,292.21324221293133,Mumbai,100693.001953125,303.40394401550293,8.52346317969932E-7,1.6884816487630208,-3.781086246172587,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240406_2,2024-04-06,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240406_3,2024-04-06,283.58466148376465,Bangalore,90898.08528645833,302.44113477071124,8.52346317969932E-7,-1.6858266194661458,1.9937347173690796,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240406_4,2024-04-06,284.53794924418133,Hyderabad,94717.91861979167,306.34730339050293,8.52346317969932E-7,0.3610483805338542,1.1332203944524128,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240407_0,2024-04-07,277.9182612101237,Delhi,98185.24560546875,299.42489306132,1.2874602930423862E-6,1.7865053812662761,-1.9479397535324097,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240407_1,2024-04-07,291.9192377726237,Mumbai,100730.28727213542,302.1862049102783,1.2874602930423862E-6,2.0599021911621094,-2.3948391675949097,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240407_2,2024-04-07,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240407_3,2024-04-07,282.48865509033203,Bangalore,90896.20393880208,301.9847888946533,1.2874602930423862E-6,-0.5988299051920573,1.7287773688634236,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240407_4,2024-04-07,285.14132436116535,Hyderabad,94667.82893880208,306.16992886861163,1.2874602930423862E-6,0.26355616251627606,2.1526461839675903,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240408_0,2024-04-08,277.6706078847249,Delhi,98320.56998697917,300.3857243855794,8.702277796146518E-7,0.8253904978434244,-1.653382380803426,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240408_1,2024-04-08,295.0830427805583,Mumbai,100757.9033203125,300.7700831095378,8.702277796146518E-7,1.5838947296142578,-1.272278865178426,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240408_2,2024-04-08,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240408_3,2024-04-08,284.5369815826416,Bangalore,90966.61165364583,301.7723617553711,8.702277796146518E-7,-1.678230921427409,1.519957462946574,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240408_4,2024-04-08,290.2173201243083,Hyderabad,94886.44498697917,303.4211247762044,5.96642490791055E-6,-3.790861129760742,2.6646311283111572,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240409_0,2024-04-09,277.6603412628174,Delhi,98352.02425130208,300.5796254475911,1.7131802110270655E-6,0.024014790852864582,-1.052903413772583,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240409_1,2024-04-09,296.2225971221924,Mumbai,100800.52425130208,300.8296254475911,3.0542847184733546E-6,1.6340001424153645,-0.585007905960083,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240409_2,2024-04-09,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240409_3,2024-04-09,286.2560443878174,Bangalore,91053.98258463542,300.7762400309245,1.7131802110270655E-6,-2.5800704956054688,1.7248879273732503,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240409_4,2024-04-09,291.89024035135907,Hyderabad,95063.39925130208,301.6747589111328,0.0014757360455064372,-2.8453292846679688,2.3976987997690835,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240410_0,2024-04-10,278.20861434936523,Delhi,98341.4892578125,301.6252746582031,7.659226076839332E-5,-0.46732012430826825,-0.6216776768366495,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240410_1,2024-04-10,295.90710067749023,Mumbai,100786.1142578125,300.5609842936198,6.348186900595465E-6,1.9199682871500652,-0.7032613356908163,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240410_2,2024-04-10,,Chennai,,,,,,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240410_3,2024-04-10,286.67353947957355,Bangalore,91028.90592447917,300.7466125488281,8.645595812595275E-7,-2.808303197224935,1.606146216392517,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
