system:index,date,mean,name,.geo
20240603T181943_20240609T232515_2,2024-06-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240603T181943_20240609T232515_3,2024-06-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240603T181943_20240609T232515_4,2024-06-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240603T200113_20240609T232712_0,2024-06-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240603T200113_20240609T232712_1,2024-06-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240603T200113_20240609T232712_2,2024-06-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240603T200113_20240609T232712_3,2024-06-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240603T200113_20240609T232712_4,2024-06-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240603T214243_20240610T001610_0,2024-06-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240603T214243_20240610T001610_1,2024-06-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240603T214243_20240610T001610_2,2024-06-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240603T214243_20240610T001610_3,2024-06-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240603T214243_20240610T001610_4,2024-06-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240603T232413_20240610T000506_0,2024-06-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240603T232413_20240610T000506_1,2024-06-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240603T232413_20240610T000506_2,2024-06-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240603T232413_20240610T000506_3,2024-06-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240603T232413_20240610T000506_4,2024-06-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240604T010542_20240610T012003_0,2024-06-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240604T010542_20240610T012003_1,2024-06-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240604T010542_20240610T012003_2,2024-06-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240604T010542_20240610T012003_3,2024-06-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240604T010542_20240610T012003_4,2024-06-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240604T024712_20240610T021008_0,2024-06-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240604T024712_20240610T021008_1,2024-06-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240604T024712_20240610T021008_2,2024-06-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240604T024712_20240610T021008_3,2024-06-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240604T024712_20240610T021008_4,2024-06-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240604T042842_20240610T051011_0,2024-06-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240604T042842_20240610T051011_1,2024-06-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
