system:index,date,mean,name,.geo
20240101T074458_20240102T234559_0,2024-01-01,1.374528504522078E-4,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T074458_20240102T234559_1,2024-01-01,3.243070009836064E-4,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T074458_20240102T234559_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T074458_20240102T234559_3,2024-01-01,-7.414026753463683E-6,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T074458_20240102T234559_4,2024-01-01,3.4285834987542787E-4,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T092629_20240103T013302_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T092629_20240103T013302_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T092629_20240103T013302_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T092629_20240103T013302_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T092629_20240103T013302_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T110759_20240103T033225_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T110759_20240103T033225_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T110759_20240103T033225_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T110759_20240103T033225_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T110759_20240103T033225_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T124929_20240103T050453_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T124929_20240103T050453_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T124929_20240103T050453_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T124929_20240103T050453_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T124929_20240103T050453_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T143058_20240103T063233_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T143058_20240103T063233_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T143058_20240103T063233_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T143058_20240103T063233_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T143058_20240103T063233_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T161228_20240103T082601_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T161228_20240103T082601_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T161228_20240103T082601_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T161228_20240103T082601_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T161228_20240103T082601_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T175358_20240103T102512_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T175358_20240103T102512_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T175358_20240103T102512_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T175358_20240103T102512_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T175358_20240103T102512_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T193528_20240103T115147_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T193528_20240103T115147_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T193528_20240103T115147_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T193528_20240103T115147_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T193528_20240103T115147_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T211658_20240103T131905_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T211658_20240103T131905_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T211658_20240103T131905_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T211658_20240103T131905_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T211658_20240103T131905_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240101T225828_20240103T144817_0,2024-01-01,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240101T225828_20240103T144817_1,2024-01-01,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240101T225828_20240103T144817_2,2024-01-01,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240101T225828_20240103T144817_3,2024-01-01,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240101T225828_20240103T144817_4,2024-01-01,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T003958_20240103T164911_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T003958_20240103T164911_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T003958_20240103T164911_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T003958_20240103T164911_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T003958_20240103T164911_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T022128_20240103T183000_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T022128_20240103T183000_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T022128_20240103T183000_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T022128_20240103T183000_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T022128_20240103T183000_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T040258_20240103T202223_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T040258_20240103T202223_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T040258_20240103T202223_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T040258_20240103T202223_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T040258_20240103T202223_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T054428_20240103T220642_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T054428_20240103T220642_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T054428_20240103T220642_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T054428_20240103T220642_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T054428_20240103T220642_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T072558_20240103T233627_0,2024-01-02,3.6540090128512774E-4,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T072558_20240103T233627_1,2024-01-02,4.184730785998579E-4,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T072558_20240103T233627_2,2024-01-02,1.2497058485766178E-5,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T072558_20240103T233627_3,2024-01-02,1.752303108793512E-4,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T072558_20240103T233627_4,2024-01-02,1.9484816259292614E-4,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T090729_20240104T011606_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T090729_20240104T011606_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T090729_20240104T011606_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T090729_20240104T011606_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T090729_20240104T011606_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T104859_20240104T030629_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T104859_20240104T030629_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T104859_20240104T030629_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T104859_20240104T030629_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T104859_20240104T030629_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T123029_20240104T045459_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T123029_20240104T045459_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T123029_20240104T045459_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T123029_20240104T045459_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T123029_20240104T045459_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T141158_20240104T061748_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T141158_20240104T061748_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T141158_20240104T061748_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T141158_20240104T061748_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T141158_20240104T061748_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T155328_20240104T081118_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T155328_20240104T081118_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T155328_20240104T081118_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T155328_20240104T081118_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T155328_20240104T081118_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T173458_20240104T101200_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T173458_20240104T101200_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T173458_20240104T101200_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T173458_20240104T101200_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T173458_20240104T101200_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T191628_20240104T113412_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T191628_20240104T113412_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T191628_20240104T113412_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T191628_20240104T113412_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T191628_20240104T113412_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T205758_20240104T130541_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T205758_20240104T130541_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T205758_20240104T130541_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T205758_20240104T130541_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T205758_20240104T130541_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240102T223929_20240104T143215_0,2024-01-02,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240102T223929_20240104T143215_1,2024-01-02,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240102T223929_20240104T143215_2,2024-01-02,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240102T223929_20240104T143215_3,2024-01-02,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240102T223929_20240104T143215_4,2024-01-02,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T002059_20240104T162426_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T002059_20240104T162426_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T002059_20240104T162426_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T002059_20240104T162426_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T002059_20240104T162426_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T020228_20240104T181359_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T020228_20240104T181359_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T020228_20240104T181359_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T020228_20240104T181359_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T020228_20240104T181359_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T034358_20240104T200038_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T034358_20240104T200038_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T034358_20240104T200038_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T034358_20240104T200038_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T034358_20240104T200038_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T052528_20240104T214801_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T052528_20240104T214801_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T052528_20240104T214801_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T052528_20240104T214801_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T052528_20240104T214801_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T070658_20240104T231949_0,2024-01-03,2.7004757160155996E-4,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T070658_20240104T231949_1,2024-01-03,2.606767467633188E-4,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T070658_20240104T231949_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T070658_20240104T231949_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T070658_20240104T231949_4,2024-01-03,1.9935705803809413E-4,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T084829_20240105T005931_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T084829_20240105T005931_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T084829_20240105T005931_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T084829_20240105T005931_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T084829_20240105T005931_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T102959_20240105T024538_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T102959_20240105T024538_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T102959_20240105T024538_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T102959_20240105T024538_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T102959_20240105T024538_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T121129_20240105T044657_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T121129_20240105T044657_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T121129_20240105T044657_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T121129_20240105T044657_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T121129_20240105T044657_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T135259_20240105T055431_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T135259_20240105T055431_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T135259_20240105T055431_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T135259_20240105T055431_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T135259_20240105T055431_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T153428_20240105T074447_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T153428_20240105T074447_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T153428_20240105T074447_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T153428_20240105T074447_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T153428_20240105T074447_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T171558_20240105T094622_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T171558_20240105T094622_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T171558_20240105T094622_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T171558_20240105T094622_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T171558_20240105T094622_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T185728_20240105T112950_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T185728_20240105T112950_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T185728_20240105T112950_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T185728_20240105T112950_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T185728_20240105T112950_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T203859_20240105T125248_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T203859_20240105T125248_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T203859_20240105T125248_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T203859_20240105T125248_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T203859_20240105T125248_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240103T222029_20240105T142548_0,2024-01-03,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240103T222029_20240105T142548_1,2024-01-03,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240103T222029_20240105T142548_2,2024-01-03,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240103T222029_20240105T142548_3,2024-01-03,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240103T222029_20240105T142548_4,2024-01-03,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T000159_20240105T160233_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T000159_20240105T160233_1,2024-01-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T000159_20240105T160233_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T000159_20240105T160233_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T000159_20240105T160233_4,2024-01-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T014329_20240105T174819_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T014329_20240105T174819_1,2024-01-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T014329_20240105T174819_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T014329_20240105T174819_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T014329_20240105T174819_4,2024-01-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T032459_20240105T193643_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T032459_20240105T193643_1,2024-01-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T032459_20240105T193643_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T032459_20240105T193643_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T032459_20240105T193643_4,2024-01-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T050629_20240105T213308_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T050629_20240105T213308_1,2024-01-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T050629_20240105T213308_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T050629_20240105T213308_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T050629_20240105T213308_4,2024-01-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T064759_20240105T225559_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T064759_20240105T225559_1,2024-01-04,2.879955518334847E-4,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T064759_20240105T225559_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T064759_20240105T225559_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T064759_20240105T225559_4,2024-01-04,1.7607012419661302E-4,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T082929_20240106T004110_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240104T082929_20240106T004110_1,2024-01-04,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240104T082929_20240106T004110_2,2024-01-04,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240104T082929_20240106T004110_3,2024-01-04,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240104T082929_20240106T004110_4,2024-01-04,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240104T101059_20240106T022533_0,2024-01-04,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
